customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C01104,222,1,1161.09,1,1,1,3,Lost / Inactive
C01106,52,5,47865.619999999995,3,3,3,9,Loyal Customers
C01107,29,3,10844.31,3,2,1,6,Potential Loyalists
C01108,6,19,289833.59,4,4,4,12,Champions
C01109,271,1,100395.78,1,1,3,5,At Risk
C01110,7,28,166022.74,4,4,4,12,Champions
C01111,100,2,1812.77,2,1,1,4,At Risk
C01112,1,5,22346.28,4,3,2,9,Loyal Customers
C01113,289,1,6310.92,1,1,1,3,Lost / Inactive
C01114,389,1,5339.28,1,1,1,3,Lost / Inactive
C01115,89,2,12298.33,2,1,2,5,At Risk
C01116,14,8,158770.27,4,3,4,11,Champions
C01117,195,2,6919.48,1,1,1,3,Lost / Inactive
C01118,103,2,43944.71,2,1,3,6,Potential Loyalists
C01119,52,3,158830.11000000002,3,2,4,9,Loyal Customers
C01121,81,9,51451.42,2,4,3,9,Loyal Customers
C01122,3,27,389092.21,4,4,4,12,Champions
C01123,137,1,6738.16,2,1,1,4,At Risk
C01124,214,2,35410.41,1,1,2,4,At Risk
C01125,35,25,521018.25,3,4,4,11,Champions
C01126,21,6,101037.67,4,3,3,10,Champions
C01127,7,6,60844.09,4,3,3,10,Champions
C01128,101,2,37887.770000000004,2,1,3,6,Potential Loyalists
C01129,7,4,24856.410000000003,4,2,2,8,Loyal Customers
C01130,6,1,9419.2,4,1,1,6,Potential Loyalists
C01131,244,2,6820.48,1,1,1,3,Lost / Inactive
C01132,113,10,84962.15,2,4,3,9,Loyal Customers
C01133,65,3,8091.18,3,2,1,6,Potential Loyalists
C01135,5,19,318825.63,4,4,4,12,Champions
C01136,50,2,73763.44,3,1,3,7,Potential Loyalists
C01137,76,20,615025.61,2,4,4,10,Champions
C01138,46,4,24920.879999999997,3,2,2,7,Potential Loyalists
C01140,116,3,2776.42,2,2,1,5,At Risk
C01141,83,6,266913.23,2,3,4,9,Loyal Customers
C01142,82,1,11074.04,2,1,2,5,At Risk
C01143,170,4,20867.96,1,2,2,5,At Risk
C01144,78,3,58336.51,2,2,3,7,Potential Loyalists
C01145,91,4,7521.5,2,2,1,5,At Risk
C01146,59,4,45338.71,3,2,3,8,Loyal Customers
C01147,17,5,214967.15,4,3,4,11,Champions
C01148,101,3,14768.63,2,2,2,6,Potential Loyalists
C01149,34,3,11859.18,3,2,2,7,Potential Loyalists
C01151,205,1,10627.09,1,1,1,3,Lost / Inactive
C01152,282,1,1032.83,1,1,1,3,Lost / Inactive
C01153,57,2,17218.04,3,1,2,6,Potential Loyalists
C01154,429,2,5230.66,1,1,1,3,Lost / Inactive
C01155,3,35,612023.64,4,4,4,12,Champions
C01156,104,2,16409.620000000003,2,1,2,5,At Risk
C01157,205,3,31640.55,1,2,2,5,At Risk
C01158,24,19,204902.47,3,4,4,11,Champions
C01159,18,17,158756.87,4,4,4,12,Champions
C01160,21,12,102858.06999999999,4,4,3,11,Champions
C01161,105,2,28229.45,2,1,2,5,At Risk
C01162,85,4,7495.17,2,2,1,5,At Risk
C01163,65,8,41336.69,3,3,3,9,Loyal Customers
C01164,30,10,54128.97,3,4,3,10,Champions
C01165,62,2,11435.32,3,1,2,6,Potential Loyalists
C01167,19,37,441321.89,4,4,4,12,Champions
C01168,189,1,4097.9,1,1,1,3,Lost / Inactive
C01169,161,2,25909.03,2,1,2,5,At Risk
C01170,199,4,29827.379999999997,1,2,2,5,At Risk
C01171,41,4,53313.27,3,2,3,8,Loyal Customers
C01173,391,1,2330.14,1,1,1,3,Lost / Inactive
C01174,1,39,653914.15,4,4,4,12,Champions
C01175,43,1,5408.38,3,1,1,5,At Risk
C01176,242,1,5164.15,1,1,1,3,Lost / Inactive
C01177,34,7,75619.74,3,3,3,9,Loyal Customers
C01178,139,7,151886.88,2,3,4,9,Loyal Customers
C01179,7,5,22407.8,4,3,2,9,Loyal Customers
C01180,121,6,32719.440000000002,2,3,2,7,Potential Loyalists
C01181,263,1,9708.0,1,1,1,3,Lost / Inactive
C01182,205,2,24697.89,1,1,2,4,At Risk
C01183,44,4,32939.94,3,2,2,7,Potential Loyalists
C01184,19,24,104356.01,4,4,3,11,Champions
C01185,56,8,47071.25,3,3,3,9,Loyal Customers
C01187,137,4,19446.61,2,2,2,6,Potential Loyalists
C01188,229,1,172.02,1,1,1,3,Lost / Inactive
C01189,66,2,1145.25,2,1,1,4,At Risk
C01190,132,5,16694.39,2,3,2,7,Potential Loyalists
C01191,19,7,16567.79,4,3,2,9,Loyal Customers
C01192,51,1,7330.59,3,1,1,5,At Risk
C01193,392,2,1527.28,1,1,1,3,Lost / Inactive
C01194,118,2,190.48000000000002,2,1,1,4,At Risk
C01195,93,3,13615.15,2,2,2,6,Potential Loyalists
C01196,47,2,98832.22,3,1,3,7,Potential Loyalists
C01197,57,17,112858.64,3,4,3,10,Champions
C01198,405,1,6310.92,1,1,1,3,Lost / Inactive
C01199,86,3,187174.85,2,2,4,8,Loyal Customers
C01200,5,108,1695824.35,4,4,4,12,Champions
C01201,163,8,148110.03,2,3,4,9,Loyal Customers
C01202,12,21,272695.4,4,4,4,12,Champions
C01203,89,2,27772.61,2,1,2,5,At Risk
C01204,51,1,2354.8,3,1,1,5,At Risk
C01205,293,2,12056.08,1,1,2,4,At Risk
C01206,197,3,8854.79,1,2,1,4,At Risk
C01207,23,4,27164.42,3,2,2,7,Potential Loyalists
C01208,280,3,99522.69,1,2,3,6,Potential Loyalists
C01209,42,2,26869.15,3,1,2,6,Potential Loyalists
C01210,452,1,8008.92,1,1,1,3,Lost / Inactive
C01211,7,8,94182.76,4,3,3,10,Champions
C01212,151,1,693.1,2,1,1,4,At Risk
C01213,182,1,2866.48,1,1,1,3,Lost / Inactive
C01214,90,8,47854.48,2,3,3,8,Loyal Customers
C01215,4,3,7321.46,4,2,1,7,Potential Loyalists
C01216,69,6,242836.41999999998,2,3,4,9,Loyal Customers
C01217,151,1,9376.06,2,1,1,4,At Risk
C01218,23,9,32448.120000000003,3,4,2,9,Loyal Customers
C01219,189,5,65189.009999999995,1,3,3,7,Potential Loyalists
C01220,70,6,253177.43,2,3,4,9,Loyal Customers
C01221,34,25,147926.33,3,4,4,11,Champions
C01222,2,48,922868.17,4,4,4,12,Champions
C01223,83,5,6718.85,2,3,1,6,Potential Loyalists
C01224,46,5,13991.08,3,3,2,8,Loyal Customers
C01225,24,3,10587.72,3,2,1,6,Potential Loyalists
C01226,216,3,95890.32,1,2,3,6,Potential Loyalists
C01227,14,59,881467.52,4,4,4,12,Champions
C01228,179,7,25512.39,1,3,2,6,Potential Loyalists
C01229,43,3,16419.7,3,2,2,7,Potential Loyalists
C01230,264,2,3304.99,1,1,1,3,Lost / Inactive
C01231,347,1,574.54,1,1,1,3,Lost / Inactive
C01232,199,1,624.76,1,1,1,3,Lost / Inactive
C01233,214,1,24489.45,1,1,2,4,At Risk
C01234,1,5,59178.58,4,3,3,10,Champions
C01236,104,8,62606.72,2,3,3,8,Loyal Customers
C01237,4,1,15777.3,4,1,2,7,Potential Loyalists
C01239,353,1,1765.56,1,1,1,3,Lost / Inactive
C01240,18,14,83666.3,4,4,3,11,Champions
C01241,342,1,11092.4,1,1,2,4,At Risk
C01242,10,4,22455.96,4,2,2,8,Loyal Customers
C01243,60,3,32212.43,3,2,2,7,Potential Loyalists
C01244,267,1,57.34,1,1,1,3,Lost / Inactive
C01245,53,7,37575.16,3,3,3,9,Loyal Customers
C01246,248,2,25652.67,1,1,2,4,At Risk
C01247,39,4,21889.969999999998,3,2,2,7,Potential Loyalists
C01248,16,7,52706.350000000006,4,3,3,10,Champions
C01249,70,9,96656.94,2,4,3,9,Loyal Customers
C01250,58,3,187137.16,3,2,4,9,Loyal Customers
C01251,144,9,49655.32000000001,2,4,3,9,Loyal Customers
C01252,219,1,10525.4,1,1,1,3,Lost / Inactive
C01253,124,1,12439.27,2,1,2,5,At Risk
C01254,225,2,23357.66,1,1,2,4,At Risk
C01255,88,2,11078.84,2,1,2,5,At Risk
C01256,367,1,1414.8,1,1,1,3,Lost / Inactive
C01257,49,6,77672.77,3,3,3,9,Loyal Customers
C01258,87,11,212075.74000000002,2,4,4,10,Champions
C01259,63,3,6970.88,3,2,1,6,Potential Loyalists
C01260,48,7,134762.41,3,3,3,9,Loyal Customers
C01261,272,2,59225.6,1,1,3,5,At Risk
C01262,388,1,1404.69,1,1,1,3,Lost / Inactive
C01263,226,1,4953.88,1,1,1,3,Lost / Inactive
C01264,27,26,286975.16000000003,3,4,4,11,Champions
C01265,133,2,8443.960000000001,2,1,1,4,At Risk
C01266,22,9,388352.63,4,4,4,12,Champions
C01268,34,7,218701.49,3,3,4,10,Champions
C01269,63,14,183773.11,3,4,4,11,Champions
C01270,149,2,6569.450000000001,2,1,1,4,At Risk
C01271,11,19,147082.35,4,4,4,12,Champions
C01273,136,2,17011.02,2,1,2,5,At Risk
C01274,123,4,191286.16,2,2,4,8,Loyal Customers
C01275,17,7,72152.09999999999,4,3,3,10,Champions
C01276,53,22,434936.7,3,4,4,11,Champions
C01277,217,2,13626.62,1,1,2,4,At Risk
C01279,273,2,10208.34,1,1,1,3,Lost / Inactive
C01280,20,16,189189.07,4,4,4,12,Champions
C01281,20,22,581825.2000000001,4,4,4,12,Champions
C01282,408,2,15366.11,1,1,2,4,At Risk
C01283,14,6,78363.78000000001,4,3,3,10,Champions
C01284,1,7,66654.25,4,3,3,10,Champions
C01285,32,10,62375.28,3,4,3,10,Champions
C01286,207,3,32509.09,1,2,2,5,At Risk
C01287,37,7,82164.76,3,3,3,9,Loyal Customers
C01288,81,4,17656.09,2,2,2,6,Potential Loyalists
C01289,336,2,7576.1900000000005,1,1,1,3,Lost / Inactive
C01291,91,4,37464.34,2,2,3,7,Potential Loyalists
C01292,28,21,559799.42,3,4,4,11,Champions
C01293,22,6,72217.17,4,3,3,10,Champions
C01294,38,11,92394.5,3,4,3,10,Champions
C01295,80,4,162506.14,2,2,4,8,Loyal Customers
C01296,60,4,15784.119999999999,3,2,2,7,Potential Loyalists
C01297,206,2,12952.98,1,1,2,4,At Risk
C01298,4,13,263719.98,4,4,4,12,Champions
C01299,274,1,1042.75,1,1,1,3,Lost / Inactive
C01300,76,9,70033.93000000001,2,4,3,9,Loyal Customers
C01301,49,4,16674.93,3,2,2,7,Potential Loyalists
C01302,65,6,32393.71,3,3,2,8,Loyal Customers
C01303,17,8,300779.18,4,3,4,11,Champions
C01304,5,6,104280.25,4,3,3,10,Champions
C01305,51,4,60120.82,3,2,3,8,Loyal Customers
C01306,157,4,56424.97,2,2,3,7,Potential Loyalists
C01307,7,33,735124.13,4,4,4,12,Champions
C01308,31,10,28433.46,3,4,2,9,Loyal Customers
C01309,117,3,9513.49,2,2,1,5,At Risk
C01310,26,14,390796.43,3,4,4,11,Champions
C01311,246,1,10678.56,1,1,1,3,Lost / Inactive
C01312,16,50,556444.46,4,4,4,12,Champions
C01313,17,8,80061.42,4,3,3,10,Champions
C01314,190,2,13411.92,1,1,2,4,At Risk
C01315,189,1,9774.12,1,1,1,3,Lost / Inactive
C01316,261,2,15450.96,1,1,2,4,At Risk
C01317,37,11,121367.65000000001,3,4,3,10,Champions
C01318,171,5,96907.11,1,3,3,7,Potential Loyalists
C01319,5,4,10944.98,4,2,2,8,Loyal Customers
C01320,204,2,27500.98,1,1,2,4,At Risk
C01321,85,8,29954.02,2,3,2,7,Potential Loyalists
C01322,389,1,27685.1,1,1,2,4,At Risk
C01323,139,2,60289.27,2,1,3,6,Potential Loyalists
C01324,111,4,40880.1,2,2,3,7,Potential Loyalists
C01328,9,13,251972.45,4,4,4,12,Champions
C01329,272,3,33301.1,1,2,2,5,At Risk
C01330,33,3,48549.67,3,2,3,8,Loyal Customers
C01331,169,5,66032.81,1,3,3,7,Potential Loyalists
C01332,50,4,17049.85,3,2,2,7,Potential Loyalists
C01333,51,4,42783.04,3,2,3,8,Loyal Customers
C01335,68,6,170989.22,2,3,4,9,Loyal Customers
C01336,106,8,263092.27,2,3,4,9,Loyal Customers
C01337,29,1,2330.14,3,1,1,5,At Risk
C01338,15,4,11230.9,4,2,2,8,Loyal Customers
C01339,211,1,24489.45,1,1,2,4,At Risk
C01341,34,10,106104.48,3,4,3,10,Champions
C01342,24,10,46026.240000000005,3,4,3,10,Champions
C01343,76,7,18299.17,2,3,2,7,Potential Loyalists
C01344,280,2,2449.15,1,1,1,3,Lost / Inactive
C01345,53,11,356764.84,3,4,4,11,Champions
C01346,67,2,7370.95,2,1,1,4,At Risk
C01347,47,2,29668.05,3,1,2,6,Potential Loyalists
C01348,9,3,133062.45,4,2,3,9,Loyal Customers
C01349,42,9,82373.34,3,4,3,10,Champions
C01350,23,10,135267.37,3,4,3,10,Champions
C01351,108,3,208401.55,2,2,4,8,Loyal Customers
C01352,126,1,7279.02,2,1,1,4,At Risk
C01353,128,7,49089.22,2,3,3,8,Loyal Customers
C01354,3,28,293448.08999999997,4,4,4,12,Champions
C01355,30,4,109267.32,3,2,3,8,Loyal Customers
C01356,38,9,54608.86,3,4,3,10,Champions
C01357,19,3,116983.41,4,2,3,9,Loyal Customers
C01358,26,14,367710.84,3,4,4,11,Champions
C01359,13,4,29312.49,4,2,2,8,Loyal Customers
C01360,149,3,38760.14,2,2,3,7,Potential Loyalists
C01361,35,3,35950.420000000006,3,2,2,7,Potential Loyalists
C01362,4,16,364405.58,4,4,4,12,Champions
C01363,367,2,3032.64,1,1,1,3,Lost / Inactive
C01364,161,3,409948.25,2,2,4,8,Loyal Customers
C01365,41,3,2027.4099999999999,3,2,1,6,Potential Loyalists
C01366,179,1,14246.01,1,1,2,4,At Risk
C01367,4,12,146673.04,4,4,4,12,Champions
C01368,283,2,100923.4,1,1,3,5,At Risk
C01369,16,8,169590.21999999997,4,3,4,11,Champions
C01370,76,3,10678.99,2,2,1,5,At Risk
C01371,1,103,1055492.07,4,4,4,12,Champions
C01372,26,2,16560.54,3,1,2,6,Potential Loyalists
C01374,298,1,13348.2,1,1,2,4,At Risk
C01375,25,13,225645.05,3,4,4,11,Champions
C01376,205,3,60689.149999999994,1,2,3,6,Potential Loyalists
C01377,81,2,12148.39,2,1,2,5,At Risk
C01378,47,8,43713.659999999996,3,3,3,9,Loyal Customers
C01379,37,11,18079.129999999997,3,4,2,9,Loyal Customers
C01380,13,9,29109.160000000003,4,4,2,10,Champions
C01381,62,1,1153.35,3,1,1,5,At Risk
C01382,213,1,1324.17,1,1,1,3,Lost / Inactive
C01383,7,6,46832.78,4,3,3,10,Champions
C01384,21,4,61473.630000000005,4,2,3,9,Loyal Customers
C01386,39,3,11015.9,3,2,2,7,Potential Loyalists
C01387,12,29,718854.83,4,4,4,12,Champions
C01389,13,7,401223.52999999997,4,3,4,11,Champions
C01390,119,3,9509.31,2,2,1,5,At Risk
C01391,75,7,70635.32,2,3,3,8,Loyal Customers
C01392,105,5,180765.31,2,3,4,9,Loyal Customers
C01393,281,2,49777.72,1,1,3,5,At Risk
C01394,70,6,32248.99,2,3,2,7,Potential Loyalists
C01395,1,11,82825.23,4,4,3,11,Champions
C01396,77,3,14198.48,2,2,2,6,Potential Loyalists
C01397,100,7,150970.19,2,3,4,9,Loyal Customers
C01398,10,11,153767.09,4,4,4,12,Champions
C01399,1,6,23856.7,4,3,2,9,Loyal Customers
C01400,99,3,5820.48,2,2,1,5,At Risk
C01401,289,2,153871.99000000002,1,1,4,6,Potential Loyalists
C01402,20,6,31186.93,4,3,2,9,Loyal Customers
C01403,449,1,10925.3,1,1,1,3,Lost / Inactive
C01404,2,34,849905.6799999999,4,4,4,12,Champions
C01405,7,43,766162.17,4,4,4,12,Champions
C01406,241,1,2706.9,1,1,1,3,Lost / Inactive
C01407,291,1,22148.08,1,1,2,4,At Risk
C01408,101,4,8475.73,2,2,1,5,At Risk
C01409,14,27,161501.29,4,4,4,12,Champions
C01410,96,1,7727.97,2,1,1,4,At Risk
C01411,320,2,4362.18,1,1,1,3,Lost / Inactive
C01412,70,15,177849.47,2,4,4,10,Champions
C01413,53,2,1143.33,3,1,1,5,At Risk
C01416,81,5,146172.71,2,3,4,9,Loyal Customers
C01417,224,4,32711.99,1,2,2,5,At Risk
C01418,74,3,168537.75,2,2,4,8,Loyal Customers
C01419,10,16,333486.12,4,4,4,12,Champions
C01420,54,5,4553.610000000001,3,3,1,7,Potential Loyalists
C01421,8,5,71174.92,4,3,3,10,Champions
C01423,24,3,12910.919999999998,3,2,2,7,Potential Loyalists
C01424,355,1,2427.0,1,1,1,3,Lost / Inactive
C01425,69,2,18479.91,2,1,2,5,At Risk
C01426,41,2,2860.4,3,1,1,5,At Risk
C01427,64,6,77548.31,3,3,3,9,Loyal Customers
C01428,127,2,5471.76,2,1,1,4,At Risk
C01429,198,1,7727.97,1,1,1,3,Lost / Inactive
C01430,105,5,45158.67,2,3,3,8,Loyal Customers
C01431,45,8,73502.86,3,3,3,9,Loyal Customers
C01433,370,3,38298.24,1,2,3,6,Potential Loyalists
C01434,276,3,8279.93,1,2,1,4,At Risk
C01435,136,3,83761.49,2,2,3,7,Potential Loyalists
C01436,40,14,378531.95,3,4,4,11,Champions
C01437,183,5,39066.99,1,3,3,7,Potential Loyalists
C01438,322,1,3791.32,1,1,1,3,Lost / Inactive
C01439,247,2,207058.47,1,1,4,6,Potential Loyalists
C01440,1,24,346995.01,4,4,4,12,Champions
C01441,222,1,882.78,1,1,1,3,Lost / Inactive
C01442,3,10,54405.270000000004,4,4,3,11,Champions
C01443,54,7,129406.75,3,3,3,9,Loyal Customers
C01444,64,5,49653.26000000001,3,3,3,9,Loyal Customers
C01445,281,1,5246.4,1,1,1,3,Lost / Inactive
C01446,136,3,18358.44,2,2,2,6,Potential Loyalists
C01447,168,1,210.85,1,1,1,3,Lost / Inactive
C01448,2,6,27705.870000000003,4,3,2,9,Loyal Customers
C01449,57,11,178764.72,3,4,4,11,Champions
C01450,59,5,60506.07,3,3,3,9,Loyal Customers
C01451,324,1,1872.92,1,1,1,3,Lost / Inactive
C01452,3,6,30546.85,4,3,2,9,Loyal Customers
C01453,59,7,111263.09999999999,3,3,3,9,Loyal Customers
C01454,13,20,150090.72,4,4,4,12,Champions
C01455,37,3,20387.1,3,2,2,7,Potential Loyalists
C01456,34,2,119862.86,3,1,3,7,Potential Loyalists
C01457,307,1,3746.48,1,1,1,3,Lost / Inactive
C01458,26,7,65337.28,3,3,3,9,Loyal Customers
C01459,79,1,5164.15,2,1,1,4,At Risk
C01460,95,12,60577.119999999995,2,4,3,9,Loyal Customers
C01461,363,1,24273.52,1,1,2,4,At Risk
C01462,71,13,156999.43,2,4,4,10,Champions
C01463,16,14,294408.57,4,4,4,12,Champions
C01464,25,13,108104.20999999999,3,4,3,10,Champions
C01465,21,2,6147.41,4,1,1,6,Potential Loyalists
C01466,15,7,41391.549999999996,4,3,3,10,Champions
C01467,246,1,3227.46,1,1,1,3,Lost / Inactive
C01468,10,2,2194.35,4,1,1,6,Potential Loyalists
C01469,451,1,7064.4,1,1,1,3,Lost / Inactive
C01470,88,10,27145.670000000002,2,4,2,8,Loyal Customers
C01472,5,13,67839.3,4,4,3,11,Champions
C01474,189,5,36752.37,1,3,2,6,Potential Loyalists
C01475,120,2,23024.55,2,1,2,5,At Risk
C01476,26,10,187484.11000000002,3,4,4,11,Champions
C01477,310,4,23196.129999999997,1,2,2,5,At Risk
C01478,10,18,280400.24,4,4,4,12,Champions
C01479,105,3,9621.3,2,2,1,5,At Risk
C01480,74,22,380962.45,2,4,4,10,Champions
C01481,101,1,1517.45,2,1,1,4,At Risk
C01482,77,1,1561.9,2,1,1,4,At Risk
C01483,60,5,71322.47,3,3,3,9,Loyal Customers
C01484,11,10,236228.74,4,4,4,12,Champions
C01485,46,3,10139.12,3,2,1,6,Potential Loyalists
C01486,84,15,193959.49,2,4,4,10,Champions
C01487,213,1,1151.9,1,1,1,3,Lost / Inactive
C01488,19,4,93145.09,4,2,3,9,Loyal Customers
C01490,29,1,31881.27,3,1,2,6,Potential Loyalists
C01491,53,2,12052.81,3,1,2,6,Potential Loyalists
C01492,29,18,206483.2,3,4,4,11,Champions
C01493,2,45,820527.93,4,4,4,12,Champions
C01494,182,7,35051.95,1,3,2,6,Potential Loyalists
C01495,28,12,254884.26,3,4,4,11,Champions
C01496,15,1,947.83,4,1,1,6,Potential Loyalists
C01497,84,6,13715.23,2,3,2,7,Potential Loyalists
C01498,208,2,20350.920000000002,1,1,2,4,At Risk
C01499,358,2,9399.22,1,1,1,3,Lost / Inactive
C01500,274,1,38659.65,1,1,3,5,At Risk
C01501,176,3,9687.130000000001,1,2,1,4,At Risk
C01502,38,4,115278.0,3,2,3,8,Loyal Customers
C01503,199,6,90669.11,1,3,3,7,Potential Loyalists
C01504,55,6,35464.340000000004,3,3,2,8,Loyal Customers
C01505,15,20,188225.83,4,4,4,12,Champions
C01506,33,7,43915.23,3,3,3,9,Loyal Customers
C01507,396,1,114.68,1,1,1,3,Lost / Inactive
C01508,135,2,10820.140000000001,2,1,1,4,At Risk
C01509,93,4,38134.76,2,2,3,7,Potential Loyalists
C01510,45,21,243207.0,3,4,4,11,Champions
C01511,1,46,530696.28,4,4,4,12,Champions
C01512,46,6,10362.74,3,3,1,7,Potential Loyalists
C01513,293,4,38296.88,1,2,3,6,Potential Loyalists
C01514,37,7,250872.58000000002,3,3,4,10,Champions
C01516,155,4,159338.69,2,2,4,8,Loyal Customers
C01517,8,5,191609.96,4,3,4,11,Champions
C01518,7,14,287377.94,4,4,4,12,Champions
C01519,9,39,399686.26,4,4,4,12,Champions
C01520,132,1,16290.99,2,1,2,5,At Risk
C01521,35,7,53142.46,3,3,3,9,Loyal Customers
C01522,11,18,138644.1,4,4,4,12,Champions
C01523,8,6,29888.929999999997,4,3,2,9,Loyal Customers
C01524,70,1,3603.72,2,1,1,4,At Risk
C01525,116,5,7447.820000000001,2,3,1,6,Potential Loyalists
C01526,173,3,24928.02,1,2,2,5,At Risk
C01527,34,8,217280.56000000003,3,3,4,10,Champions
C01528,133,7,42439.74,2,3,3,8,Loyal Customers
C01529,5,8,45302.56,4,3,3,10,Champions
C01531,182,4,122168.99,1,2,3,6,Potential Loyalists
C01532,30,6,29502.690000000002,3,3,2,8,Loyal Customers
C01533,209,3,18719.079999999998,1,2,2,5,At Risk
C01534,1,57,1106544.73,4,4,4,12,Champions
C01535,172,2,318668.44,1,1,4,6,Potential Loyalists
C01536,55,3,17144.72,3,2,2,7,Potential Loyalists
C01537,16,19,278305.42000000004,4,4,4,12,Champions
C01539,10,9,216968.07,4,4,4,12,Champions
C01540,31,7,216195.07,3,3,4,10,Champions
C01541,440,1,10444.85,1,1,1,3,Lost / Inactive
C01542,40,12,75589.33,3,4,3,10,Champions
C01544,407,2,56204.09,1,1,3,5,At Risk
C01545,121,1,8585.24,2,1,1,4,At Risk
C01546,46,3,14450.2,3,2,2,7,Potential Loyalists
C01547,33,13,171818.42,3,4,4,11,Champions
C01548,4,7,69015.87,4,3,3,10,Champions
C01549,197,1,2704.19,1,1,1,3,Lost / Inactive
C01550,6,6,190377.12,4,3,4,11,Champions
C01551,58,9,108944.64,3,4,3,10,Champions
C01552,71,11,219415.26,2,4,4,10,Champions
C01553,362,3,48450.8,1,2,3,6,Potential Loyalists
C01554,37,13,209273.15000000002,3,4,4,11,Champions
C01555,301,2,17522.61,1,1,2,4,At Risk
C01556,15,10,86177.2,4,4,3,11,Champions
C01557,23,47,718539.13,3,4,4,11,Champions
C01558,200,3,14878.53,1,2,2,5,At Risk
C01559,138,4,19070.78,2,2,2,6,Potential Loyalists
C01560,15,1,10925.3,4,1,1,6,Potential Loyalists
C01562,118,2,2488.71,2,1,1,4,At Risk
C01563,65,6,25356.82,3,3,2,8,Loyal Customers
C01564,169,4,11113.529999999999,1,2,2,5,At Risk
C01565,44,3,19117.34,3,2,2,7,Potential Loyalists
C01566,246,3,12328.78,1,2,2,5,At Risk
C01567,106,2,6802.09,2,1,1,4,At Risk
C01568,13,2,3349.43,4,1,1,6,Potential Loyalists
C01569,43,8,118875.63999999998,3,3,3,9,Loyal Customers
C01571,3,41,1186088.08,4,4,4,12,Champions
C01572,54,3,10641.76,3,2,1,6,Potential Loyalists
C01573,4,28,684694.55,4,4,4,12,Champions
C01574,43,1,2151.64,3,1,1,5,At Risk
C01575,9,7,59512.009999999995,4,3,3,10,Champions
C01576,96,5,18795.27,2,3,2,7,Potential Loyalists
C01577,31,3,201565.72999999998,3,2,4,9,Loyal Customers
C01578,21,5,14060.73,4,3,2,9,Loyal Customers
C01579,29,35,352419.36,3,4,4,11,Champions
C01580,49,3,7592.16,3,2,1,6,Potential Loyalists
C01581,69,6,64370.16,2,3,3,8,Loyal Customers
C01582,12,9,319921.54,4,4,4,12,Champions
C01583,28,5,49868.98,3,3,3,9,Loyal Customers
C01584,24,5,226753.79,3,3,4,10,Champions
C01585,162,1,45943.85,2,1,3,6,Potential Loyalists
C01586,46,15,372242.23,3,4,4,11,Champions
C01587,10,6,355798.22,4,3,4,11,Champions
C01588,12,5,165787.85,4,3,4,11,Champions
C01589,449,1,3069.92,1,1,1,3,Lost / Inactive
C01590,285,2,1863.26,1,1,1,3,Lost / Inactive
C01591,80,8,61003.5,2,3,3,8,Loyal Customers
C01592,49,9,33686.61,3,4,2,9,Loyal Customers
C01593,200,4,15533.74,1,2,2,5,At Risk
C01594,48,4,23839.629999999997,3,2,2,7,Potential Loyalists
C01595,395,1,23195.79,1,1,2,4,At Risk
C01596,9,6,140945.97,4,3,4,11,Champions
C01597,79,2,12738.970000000001,2,1,2,5,At Risk
C01598,44,4,22504.58,3,2,2,7,Potential Loyalists
C01599,96,3,122927.18,2,2,3,7,Potential Loyalists
C01600,31,28,703871.5599999999,3,4,4,11,Champions
C01601,7,1,5164.15,4,1,1,6,Potential Loyalists
C01602,94,3,18851.879999999997,2,2,2,6,Potential Loyalists
C01603,121,1,2706.9,2,1,1,4,At Risk
C01604,76,3,24903.789999999997,2,2,2,6,Potential Loyalists
C01605,329,1,6655.44,1,1,1,3,Lost / Inactive
C01606,107,11,340328.67,2,4,4,10,Champions
C01607,17,5,58869.81,4,3,3,10,Champions
C01608,42,1,1454.34,3,1,1,5,At Risk
C01609,4,1,3012.88,4,1,1,6,Potential Loyalists
C01610,84,12,217956.5,2,4,4,10,Champions
C01611,94,3,5450.28,2,2,1,5,At Risk
C01614,146,7,26889.97,2,3,2,7,Potential Loyalists
C01615,74,12,81891.37,2,4,3,9,Loyal Customers
C01616,367,2,1902.44,1,1,1,3,Lost / Inactive
C01618,32,7,275393.47,3,3,4,10,Champions
C01619,114,3,21459.29,2,2,2,6,Potential Loyalists
C01620,59,1,42508.36,3,1,3,7,Potential Loyalists
C01621,83,10,294315.07,2,4,4,10,Champions
C01623,49,1,12621.84,3,1,2,6,Potential Loyalists
C01624,42,4,10300.6,3,2,1,6,Potential Loyalists
C01625,57,14,71454.59,3,4,3,10,Champions
C01626,85,8,228923.9,2,3,4,9,Loyal Customers
C01627,2,26,247901.12,4,4,4,12,Champions
C01628,91,2,20466.11,2,1,2,5,At Risk
C01630,95,5,106809.01000000001,2,3,3,8,Loyal Customers
C01631,58,4,19780.61,3,2,2,7,Potential Loyalists
C01632,19,6,25944.260000000002,4,3,2,9,Loyal Customers
C01633,66,4,45751.32000000001,2,2,3,7,Potential Loyalists
C01634,267,3,8097.339999999999,1,2,1,4,At Risk
C01636,86,12,512952.4,2,4,4,10,Champions
C01638,22,10,77348.31,4,4,3,11,Champions
C01639,375,1,5019.24,1,1,1,3,Lost / Inactive
C01640,161,9,40968.62,2,4,3,9,Loyal Customers
C01641,56,8,26825.02,3,3,2,8,Loyal Customers
C01642,195,1,2631.35,1,1,1,3,Lost / Inactive
