marketing_id,date,channel,spend,impressions,clicks,conversions
M002781,2026-03-14,Organic Search,6197.75,92899,11799,2
M002782,2024-12-30,Referral,8216.25,205404,907,8
M002783,2025-06-26,Google Ads,28331.36,95671,6742,246
M002784,2023-12-15,Instagram,34904.16,287048,13808,241
M002785,2024-03-20,Google Ads,24380.58,86611,664,110
M002786,2023-03-23,Google Ads,20118.03,71594,2666,194
M002787,2024-09-19,Organic Search,28045.67,266874,9694,25
M002788,2024-08-07,Email,17731.7,31733,1968,85
M002789,2022-08-27,Affiliate,36831.14,163206,6066,17
M002790,2025-03-26,Google Ads,22065.97,105955,469,102
M002791,2024-08-17,Referral,19160.92,198060,8012,257
M002792,2022-09-24,Email,1317.95,137941,8399,134
M002793,2024-12-18,Referral,13807.29,39727,1328,243
M002794,2025-09-23,Google Ads,31006.49,61447,1526,125
M002795,2023-04-01,Referral,29747.3,218028,3826,91
M002796,2023-08-10,Organic Search,7825.0,100534,10740,120
M002797,2023-09-03,Affiliate,24964.53,187132,2590,257
M002798,2024-03-21,Google Ads,27172.81,233956,350,154
M002799,2024-10-31,Referral,31674.22,211886,12745,6
M002800,2022-12-29,Email,1320.99,101984,11773,141
M002801,2025-08-12,Google Ads,35064.21,67094,1464,58
M002802,2025-02-13,Email,30615.88,89624,3466,94
M002803,2025-05-06,Referral,41316.35,230959,10332,141
M002804,2025-08-17,Instagram,19537.28,65995,13600,123
M002805,2022-08-02,Affiliate,2324.79,183225,13071,55
M002806,2023-12-06,Referral,14506.33,160950,10287,80
M002807,2024-08-06,Instagram,37021.82,28141,7759,116
M002808,2023-02-15,Affiliate,32850.34,231722,769,108
M002809,2025-07-19,Instagram,20504.14,283470,12989,140
M002810,2023-07-07,Affiliate,7386.31,100063,1674,227
M002811,2022-09-28,Direct,777.21,203583,13548,95
M002812,2024-09-01,Referral,28993.7,118246,8184,222
M002813,2022-01-12,Direct,31796.45,299501,2493,223
M002814,2024-09-03,Email,16435.35,114298,8505,227
M002815,2024-11-07,Affiliate,29258.83,258610,5394,88
M002816,2024-03-14,Direct,12829.86,234656,3507,76
M002817,2025-12-05,Email,35842.1,157358,7678,28
M002818,2026-06-12,Email,34824.58,183221,13148,91
M002819,2025-03-07,Organic Search,40603.33,207089,527,14
M002820,2026-04-27,Email,19167.2,138243,6405,51
M002821,2022-01-02,Meta Ads,34952.71,130710,5430,99
M002822,2025-03-06,Google Ads,7073.23,153267,513,12
M002823,2022-01-15,Organic Search,27708.23,135564,5472,161
M002824,2025-08-03,Google Ads,9508.3,144450,13409,122
M002825,2022-11-06,Direct,9759.47,40991,10471,231
M002826,2026-01-09,Referral,11525.89,168850,8743,238
M002827,2025-04-20,Referral,3485.81,9750,6250,193
M002828,2022-10-29,Email,15050.14,141911,7243,66
M002829,2022-11-25,Google Ads,7759.96,187621,3754,170
M002830,2025-10-17,Affiliate,41744.79,272957,6786,132
M002831,2025-10-01,Email,32775.88,258476,3222,122
M002832,2025-09-27,Meta Ads,28333.85,47327,9757,103
M002833,2024-08-23,Direct,13301.49,298753,2302,50
M002834,2026-02-27,Email,18400.11,253533,4543,159
M002835,2025-02-02,Instagram,15658.18,67815,12042,7
M002836,2023-10-31,Instagram,7846.74,108862,8939,155
M002837,2026-06-06,Referral,717.4,200092,8711,121
M002838,2025-03-12,Referral,36755.65,112174,5796,168
M002839,2024-08-19,Meta Ads,6190.45,123554,1432,2
M002840,2022-07-08,Referral,21661.18,233447,2313,148
M002841,2026-02-25,Email,16595.75,216364,10273,72
M002842,2024-06-14,Direct,13582.16,260435,10367,44
M002843,2024-07-11,Organic Search,17967.01,159520,9859,37
M002844,2022-09-26,Google Ads,41716.55,245426,3051,192
M002845,2024-03-11,Email,39036.87,12751,10026,45
M002846,2026-07-23,Instagram,10634.61,127161,5049,180
M002847,2024-04-05,Instagram,19685.04,4807,4485,7
M002848,2025-10-07,Google Ads,24973.54,276811,6570,189
M002849,2023-01-15,Organic Search,2761.96,106853,11568,165
M002850,2025-08-19,Google Ads,1169.02,47955,13318,255
M002851,2024-09-23,Email,11526.36,162861,13254,257
M002852,2026-01-16,Referral,20981.5,50330,12014,16
M002853,2026-03-22,Referral,19488.55,283731,3398,82
M002854,2026-06-01,Organic Search,35452.82,3583,9835,104
M002855,2023-11-10,Meta Ads,7879.66,233337,11508,170
M002856,2022-06-01,Organic Search,2894.18,8518,3439,178
M002857,2024-05-12,Meta Ads,31493.32,164766,9382,77
M002858,2022-04-06,Google Ads,3755.08,279331,6429,158
M002859,2024-10-27,Referral,27025.15,284954,13093,133
M002860,2026-01-15,Meta Ads,31749.33,207791,8823,198
M002861,2026-08-19,Referral,774.73,186167,1322,79
M002862,2026-03-18,Referral,37404.56,68597,4463,256
M002863,2025-02-13,Email,34175.79,43476,10533,249
M002864,2023-02-18,Referral,31879.54,253706,9263,49
M002865,2025-03-01,Direct,22973.12,16064,13207,84
M002866,2026-06-18,Google Ads,14566.33,299599,2091,51
M002867,2022-07-16,Referral,21835.27,116263,949,248
M002868,2023-01-10,Direct,2979.06,173387,12993,55
M002869,2026-04-19,Instagram,12260.07,253493,12365,127
M002870,2025-03-20,Email,6461.61,256084,5546,12
M002871,2022-11-17,Instagram,23073.25,147723,1493,17
M002872,2022-08-25,Google Ads,34579.75,289754,4563,131
M002873,2022-03-20,Organic Search,27853.62,211539,446,223
M002874,2026-06-14,Organic Search,39565.66,216710,1417,22
M002875,2026-03-13,Meta Ads,23452.73,10241,1204,39
M002876,2024-05-21,Affiliate,2047.61,19099,11939,202
M002877,2023-05-18,Instagram,18133.41,118626,13929,253
M002878,2023-11-07,Referral,27130.01,26305,12502,85
M002879,2025-05-10,Referral,26747.05,135903,1126,249
M002880,2023-06-29,Meta Ads,24181.28,231609,2065,165
M002881,2022-07-13,Direct,26943.62,91138,8973,177
M002882,2022-11-28,Email,18051.13,299571,11296,256
M002883,2024-02-28,Email,35479.58,164293,12652,170
M002884,2025-04-27,Meta Ads,38873.52,86437,3519,215
M002885,2022-10-30,Direct,9411.19,185123,11864,245
M002886,2026-02-08,Meta Ads,25205.73,298421,6712,207
M002887,2022-02-17,Direct,40221.64,176605,4004,61
M002888,2023-03-25,Direct,3247.58,178249,10529,182
M002889,2022-09-20,Affiliate,15321.95,215305,11774,103
M002890,2024-01-29,Instagram,2943.09,15898,10298,132
M002891,2025-06-19,Instagram,13104.97,277746,7951,139
M002892,2026-01-29,Email,7380.69,249373,752,66
M002893,2023-02-04,Direct,3443.43,101785,5702,151
M002894,2024-07-27,Affiliate,17669.51,37184,11772,225
M002895,2025-01-27,Affiliate,17123.54,132984,2305,249
M002896,2024-06-10,Affiliate,14537.61,189724,6889,42
M002897,2022-05-20,Email,32461.31,114819,4318,228
M002898,2023-05-29,Referral,10469.65,180813,1609,27
M002899,2024-03-28,Instagram,41311.16,94676,3043,182
M002900,2022-07-25,Affiliate,36400.41,123400,10935,75
M002901,2024-12-28,Direct,22980.1,236720,3122,212
M002902,2022-09-15,Meta Ads,12165.33,120611,5263,120
M002903,2025-08-29,Instagram,26951.99,62741,4061,140
M002904,2022-06-08,Meta Ads,30265.4,258037,12044,235
M002905,2023-08-25,Google Ads,40855.51,126950,3743,67
M002906,2024-02-08,Email,32951.84,237437,5636,110
M002907,2023-08-06,Affiliate,13860.71,71832,2395,207
M002908,2023-05-04,Direct,21846.34,284026,1488,224
M002909,2024-03-07,Email,11834.71,147275,8038,167
M002910,2026-05-23,Google Ads,25530.03,21028,985,148
M002911,2022-06-26,Instagram,2626.44,78560,4959,116
M002912,2025-07-24,Organic Search,35553.11,46018,2308,138
M002913,2023-02-24,Meta Ads,39308.59,112675,4707,15
M002914,2023-06-12,Organic Search,18914.31,231551,3355,121
M002915,2025-03-27,Instagram,11361.0,20600,4529,4
M002916,2024-04-18,Google Ads,7715.5,281309,489,201
M002917,2023-11-28,Email,18999.21,93858,7831,27
M002918,2023-11-26,Meta Ads,37134.69,77180,1343,185
M002919,2023-11-16,Meta Ads,33983.62,14442,11835,201
M002920,2025-10-30,Instagram,40062.68,183805,12274,124
M002921,2023-04-06,Meta Ads,2372.02,272174,3862,258
M002922,2022-09-06,Meta Ads,27741.8,56054,12326,251
M002923,2025-07-24,Google Ads,21022.33,190894,4640,135
M002924,2025-12-05,Email,26101.28,254443,1410,224
M002925,2024-02-13,Referral,19635.39,255986,12014,177
M002926,2024-05-26,Instagram,7779.85,157346,12550,85
M002927,2024-07-08,Affiliate,18584.09,284466,4186,117
M002928,2025-02-07,Email,4445.08,58436,1708,237
M002929,2024-09-03,Affiliate,4047.64,5983,2893,114
M002930,2026-03-15,Meta Ads,12967.41,208638,6760,190
M002931,2025-07-07,Organic Search,21519.49,128484,5688,179
M002932,2023-09-18,Organic Search,40084.37,12143,10620,57
M002933,2023-08-08,Referral,7675.29,255545,10006,26
M002934,2024-07-21,Organic Search,22974.8,60915,8355,245
M002935,2024-12-21,Referral,35254.52,106009,8147,204
M002936,2022-07-28,Affiliate,40353.56,221783,13362,33
M002937,2025-05-12,Direct,34623.97,118171,12888,193
M002938,2022-08-29,Direct,9960.62,247826,3825,245
M002939,2025-08-14,Instagram,6459.19,50070,10400,80
M002940,2025-03-17,Email,20772.59,251633,11989,69
M002941,2022-03-26,Instagram,40413.41,283056,5996,246
M002942,2025-01-06,Email,9378.27,106875,1940,143
M002943,2023-02-26,Google Ads,36446.55,222008,2250,200
M002944,2022-03-30,Meta Ads,17798.43,135458,9333,237
M002945,2022-03-23,Meta Ads,6922.37,237483,9927,244
M002946,2024-03-06,Email,5495.26,170461,2870,172
M002947,2023-04-09,Meta Ads,9750.82,61083,13567,35
M002948,2023-05-20,Meta Ads,8908.53,227695,11271,149
M002949,2022-06-08,Direct,24381.82,54503,228,190
M002950,2024-07-03,Meta Ads,6046.55,120861,5733,181
M002951,2026-05-08,Google Ads,7896.33,128262,5678,241
M002952,2026-01-11,Instagram,25337.08,128113,9232,40
M002953,2026-03-23,Direct,14380.45,210028,7994,223
M002954,2022-02-27,Affiliate,30606.81,252966,5998,140
M002955,2023-06-08,Instagram,13744.4,50370,9639,31
M002956,2026-07-07,Direct,5860.61,220249,10685,130
M002957,2022-12-02,Referral,2009.6,10528,13918,89
M002958,2022-05-10,Instagram,31757.17,295272,9022,197
M002959,2022-08-04,Organic Search,31144.98,224150,1207,147
M002960,2025-01-04,Organic Search,5986.62,70826,5158,210
M002961,2024-06-06,Referral,33677.31,101011,10930,65
M002962,2025-01-03,Organic Search,24442.1,70980,5420,231
M002963,2023-06-07,Referral,15728.15,11143,12617,120
M002964,2023-02-26,Referral,35203.78,282460,2446,224
M002965,2026-07-24,Affiliate,8684.18,22278,10475,118
M002966,2024-10-12,Direct,13261.81,166890,4557,95
M002967,2022-05-11,Direct,28169.01,63650,1533,35
M002968,2022-10-22,Google Ads,22705.5,51458,8989,90
M002969,2025-02-11,Email,16538.19,228348,6614,57
M002970,2025-07-29,Google Ads,5908.6,68510,2394,187
M002971,2025-04-14,Affiliate,40953.97,118995,10821,184
M002972,2022-06-11,Email,39123.79,299960,295,209
M002973,2022-12-22,Affiliate,39337.78,58218,1390,54
M002974,2024-04-17,Direct,35980.38,209763,10148,218
M002975,2024-03-10,Referral,19881.21,44594,12387,219
M002976,2025-06-29,Instagram,7896.45,189218,6619,53
M002977,2022-01-07,Meta Ads,18144.85,163216,7160,34
M002978,2023-04-16,Direct,29304.57,37805,11624,157
M002979,2025-10-13,Affiliate,35368.29,104972,888,52
M002980,2024-04-26,Organic Search,1140.48,92394,4179,27
M002981,2024-04-17,Meta Ads,10111.07,5377,8862,60
M002982,2025-03-06,Google Ads,9801.76,267685,8886,45
M002983,2022-02-03,Email,29755.43,186585,10762,129
M002984,2022-04-13,Referral,32776.62,76331,7051,3
M002985,2022-04-22,Email,39042.45,253613,884,210
M002986,2025-01-01,Instagram,36558.52,233598,7661,97
M002987,2025-10-13,Direct,5442.12,262569,5555,256
M002988,2022-02-27,Referral,2699.84,258847,2740,57
M002989,2026-05-15,Referral,25927.1,55948,4492,78
M002990,2022-09-19,Email,14269.26,162950,2280,69
M002991,2023-05-12,Instagram,24042.51,97268,7065,195
M002992,2022-01-02,Google Ads,22621.7,206021,9979,187
M002993,2025-04-21,Google Ads,27135.62,238484,8198,158
M002994,2025-02-25,Meta Ads,4487.76,128142,11405,18
M002995,2024-12-05,Instagram,12024.95,8016,8838,21
M002996,2022-04-24,Affiliate,16475.09,13180,6332,49
M002997,2022-11-24,Google Ads,6211.22,57101,3605,158
M002998,2024-09-15,Direct,22158.53,89741,638,9
M002999,2023-09-13,Meta Ads,22493.05,182433,11553,197
M003000,2024-01-30,Google Ads,34511.79,97401,3766,70
M003001,2025-10-25,Email,28835.73,130170,8248,182
M003002,2022-06-15,Organic Search,21491.32,54499,5984,145
M003003,2025-03-14,Instagram,12791.68,4834,11887,183
M003004,2025-05-24,Email,35521.83,216290,8588,203
M003005,2022-12-10,Google Ads,26896.64,231700,7737,44
M003006,2022-08-18,Email,3208.03,212847,1489,257
M003007,2022-08-02,Google Ads,24712.46,191757,7287,203
M003008,2025-06-19,Organic Search,35668.91,259754,7912,157
M003009,2025-03-25,Organic Search,3151.72,158587,11821,89
M003010,2023-09-30,Referral,33867.85,76705,3256,156
M003011,2022-07-08,Email,20024.29,120029,10275,221
M003012,2024-09-18,Google Ads,26593.69,78990,305,5
M003013,2026-05-24,Email,1607.73,82256,10687,235
M003014,2023-11-17,Instagram,19677.78,270074,3180,197
M003015,2025-05-31,Email,10538.18,262120,2592,115
M003016,2025-03-19,Instagram,29121.32,152483,10988,183
M003017,2025-04-21,Email,4694.32,14916,996,66
M003018,2023-05-06,Referral,9759.31,196764,3081,49
M003019,2022-09-27,Meta Ads,7984.14,71307,8154,76
M003020,2023-05-08,Email,36068.81,230685,5457,34
M003021,2024-04-29,Direct,35971.37,251238,1419,51
M003022,2022-04-29,Instagram,3695.27,147080,2175,183
M003023,2023-08-10,Direct,25600.82,137109,10097,205
M003024,2023-03-06,Referral,14336.2,107583,5021,36
M003025,2022-09-29,Direct,8238.96,267896,821,118
M003026,2024-11-01,Organic Search,9604.76,251857,7717,35
M003027,2022-02-24,Referral,5051.53,177350,1359,44
M003028,2024-02-03,Email,34505.63,128679,1770,143
M003029,2024-07-04,Referral,2531.32,72812,7181,117
M003030,2024-12-29,Google Ads,1959.23,90913,982,198
M003031,2026-05-21,Affiliate,13734.74,141798,10463,56
M003032,2023-10-08,Instagram,35727.58,233491,2932,49
M003033,2025-08-16,Referral,40763.83,61460,4017,138
M003034,2023-05-29,Meta Ads,10275.07,230732,7969,14
M003035,2023-12-14,Meta Ads,35996.14,218331,9415,113
M003036,2022-10-15,Meta Ads,38798.54,172892,6295,173
M003037,2025-10-26,Direct,21728.66,180610,299,110
M003038,2025-09-30,Referral,14602.74,297991,7805,87
M003039,2022-01-25,Meta Ads,1807.2,25893,3269,90
M003040,2025-09-28,Email,21860.67,142592,11530,79
M003041,2022-03-29,Affiliate,38103.87,48396,281,7
M003042,2022-05-20,Direct,3442.68,296488,13910,227
M003043,2023-04-03,Organic Search,24201.28,114982,13220,153
M003044,2025-03-15,Instagram,37365.95,40403,10081,140
M003045,2025-02-05,Direct,40184.06,80162,8367,70
M003046,2022-02-20,Organic Search,29219.12,130461,11552,225
M003047,2026-03-16,Instagram,41330.08,116582,3090,168
M003048,2023-05-10,Referral,6413.04,30308,4831,237
M003049,2025-10-26,Instagram,13210.79,32476,6232,19
M003050,2025-07-01,Organic Search,25053.55,241311,3470,103
M003051,2022-12-01,Meta Ads,15453.0,123308,6481,202
M003052,2025-01-30,Referral,15652.34,246815,4139,55
M003053,2024-06-28,Email,9485.44,176390,9315,109
M003054,2025-07-01,Organic Search,5661.83,149072,12382,240
M003055,2024-02-19,Referral,20028.09,283503,5242,79
M003056,2022-04-08,Email,9084.03,215052,6022,175
M003057,2024-08-05,Google Ads,36110.38,268948,3177,141
M003058,2025-11-09,Direct,11532.21,149932,11440,22
M003059,2025-06-16,Affiliate,6921.85,212720,11926,141
M003060,2022-12-11,Organic Search,29813.14,276221,7526,221
M003061,2026-07-08,Referral,37287.27,190233,13837,214
M003062,2023-10-20,Google Ads,32291.72,106297,13759,15
M003063,2024-07-27,Organic Search,28381.95,169883,13758,208
M003064,2022-08-12,Affiliate,32834.01,90017,8692,177
M003065,2024-07-09,Direct,38684.23,51562,3236,112
M003066,2022-11-21,Direct,6476.8,231152,490,4
M003067,2024-01-13,Referral,22039.63,93335,13777,56
M003068,2024-08-24,Direct,9638.11,8521,12143,134
M003069,2022-03-15,Referral,38644.43,202478,13746,89
M003070,2025-12-26,Organic Search,17671.8,17051,8706,84
M003071,2025-09-22,Direct,28471.7,81354,634,166
M003072,2026-02-03,Meta Ads,22787.19,33443,12740,157
M003073,2025-10-18,Referral,14933.2,279466,1931,44
M003074,2025-01-29,Meta Ads,34938.16,171028,8652,196
M003075,2023-03-07,Affiliate,29871.2,145048,3474,30
M003076,2025-12-27,Direct,41431.48,262048,2679,53
M003077,2024-05-14,Direct,28058.78,93812,562,162
M003078,2022-12-22,Affiliate,14003.72,178497,7173,38
M003079,2024-05-19,Instagram,15855.05,34357,12841,205
M003080,2022-01-29,Organic Search,4350.34,203341,13996,109
M003081,2026-07-12,Instagram,6207.1,156473,13522,241
M003082,2022-09-02,Referral,31846.71,134218,5859,142
M003083,2025-12-24,Affiliate,5049.49,34366,12450,72
M003084,2025-09-07,Affiliate,2809.55,264368,5587,12
M003085,2022-12-16,Email,22974.99,63834,4647,144
M003086,2022-01-21,Affiliate,1819.84,75150,9746,172
M003087,2024-02-08,Referral,1704.39,89207,1146,167
M003088,2025-08-18,Instagram,22455.83,109082,3664,201
M003089,2024-09-16,Affiliate,13667.49,134877,6863,164
M003090,2024-03-28,Meta Ads,15240.27,152493,8009,192
M003091,2023-11-07,Referral,11448.22,45882,10880,232
M003092,2026-08-13,Referral,29702.11,4033,961,169
M003093,2026-01-28,Email,8339.28,200985,12461,159
M003094,2023-03-24,Organic Search,34549.15,255620,11745,203
M003095,2026-02-25,Meta Ads,28338.54,202332,12647,78
M003096,2024-10-06,Meta Ads,1601.16,79964,4527,38
M003097,2025-01-23,Referral,33518.75,143239,601,183
M003098,2022-11-01,Referral,41012.53,45592,5093,255
M003099,2024-04-22,Email,22915.31,46411,11257,258
M003100,2023-08-05,Affiliate,18456.87,183918,6653,72
M003101,2023-05-25,Email,23921.18,245128,8181,59
M003102,2023-06-22,Referral,26451.88,119631,2288,91
M003103,2025-04-14,Meta Ads,9855.75,242762,11257,247
M003104,2022-11-06,Email,29026.36,19340,1767,197
M003105,2024-06-03,Referral,13011.32,61725,9683,143
M003106,2022-06-24,Instagram,39032.32,114061,2875,135
M003107,2024-11-20,Instagram,15344.94,262787,4889,176
M003108,2023-09-30,Direct,36336.35,247283,12910,185
M003109,2026-07-12,Meta Ads,12633.84,128820,13970,232
M003110,2024-01-24,Direct,11781.01,29163,3726,178
M003111,2023-01-29,Referral,22546.17,216334,9188,168
M003112,2023-10-30,Meta Ads,41809.41,147399,4636,134
M003113,2026-02-11,Organic Search,14245.03,76206,11586,220
M003114,2026-04-09,Meta Ads,3797.37,233257,3542,46
M003115,2023-08-21,Affiliate,15330.5,51711,8824,238
M003116,2024-04-14,Google Ads,10683.28,37183,5269,98
M003117,2026-04-15,Instagram,7748.63,116706,8724,103
M003118,2026-06-27,Organic Search,12065.07,136340,9532,21
M003119,2026-01-04,Affiliate,37349.61,12073,10075,259
M003120,2026-04-07,Referral,10721.17,265108,3132,228
M003121,2024-10-21,Google Ads,18820.16,66631,1353,213
M003122,2025-03-24,Instagram,25644.8,38550,2016,145
M003123,2025-03-29,Affiliate,12584.55,120429,1387,131
M003124,2025-10-14,Organic Search,8848.17,108057,1170,230
M003125,2023-12-20,Organic Search,5821.58,209661,4241,252
M003126,2025-09-12,Referral,18339.22,245921,2018,99
M003127,2023-03-01,Affiliate,13792.16,207591,10453,223
M003128,2025-09-12,Organic Search,22451.83,265095,5177,109
M003129,2024-09-12,Affiliate,24357.28,177847,6720,7
M003130,2023-03-02,Google Ads,19866.52,26202,8164,84
M003131,2025-02-12,Meta Ads,35927.15,221130,974,155
M003132,2023-06-26,Affiliate,41866.44,5229,913,27
M003133,2025-11-18,Direct,13474.25,109263,6470,83
M003134,2023-10-21,Email,10844.65,103349,10550,250
M003135,2025-10-13,Affiliate,3210.68,52669,13450,114
M003136,2022-01-21,Organic Search,1517.92,195034,8806,213
M003137,2026-08-08,Organic Search,7327.09,77885,2365,135
M003138,2023-01-09,Instagram,36201.37,189224,9773,141
M003139,2022-10-19,Instagram,12939.86,188935,10611,51
M003140,2023-08-18,Email,12210.48,130637,6367,238
M003141,2024-02-27,Meta Ads,10537.1,254574,9467,103
M003142,2022-11-27,Organic Search,23324.44,193264,3383,106
M003143,2026-06-16,Google Ads,27138.53,164821,11853,200
M003144,2024-03-18,Email,26471.88,74210,12625,105
M003145,2024-12-24,Organic Search,39437.2,235160,7427,231
M003146,2026-03-21,Referral,18929.78,90880,10570,218
M003147,2022-12-29,Email,8073.95,161573,332,136
M003148,2022-11-10,Referral,23709.1,204879,493,28
M003149,2023-06-10,Email,4014.9,256574,6622,228
M003150,2022-05-17,Direct,32858.39,128688,7846,257
M003151,2022-03-12,Organic Search,21461.57,235306,13772,117
M003152,2022-08-16,Affiliate,1764.93,109638,1568,6
M003153,2023-10-20,Organic Search,23225.49,287099,5538,45
M003154,2023-01-05,Organic Search,32857.04,27504,10366,23
M003155,2025-07-01,Meta Ads,7614.46,110854,2186,11
M003156,2022-11-11,Organic Search,40476.35,261149,1519,174
M003157,2025-03-30,Email,33808.85,3011,1968,159
M003158,2022-03-25,Organic Search,38108.87,63594,3926,15
M003159,2026-06-24,Meta Ads,8333.04,8691,3139,142
M003160,2022-05-19,Meta Ads,9905.28,260954,9887,113
M003161,2025-03-20,Meta Ads,35932.8,45946,8869,158
M003162,2025-06-14,Referral,5576.64,87496,5868,81
M003163,2023-08-18,Meta Ads,20131.78,18542,7097,200
M003164,2025-03-20,Google Ads,29261.4,265071,1961,67
M003165,2022-05-14,Organic Search,12443.85,228807,8687,222
M003166,2026-04-15,Meta Ads,16279.09,90968,11966,93
M003167,2022-09-23,Email,18351.45,229945,6419,124
M003168,2023-10-03,Direct,26956.03,120305,5596,128
M003169,2024-02-19,Organic Search,14433.28,221798,11444,249
M003170,2025-04-04,Google Ads,31453.82,143939,3379,218
M003171,2025-03-20,Direct,35013.13,290702,6197,175
M003172,2025-05-10,Referral,6283.9,253538,4230,228
M003173,2026-07-14,Affiliate,6360.99,115368,11804,256
M003174,2024-01-27,Email,27521.67,229471,500,135
M003175,2024-12-19,Email,34682.15,74390,10765,179
M003176,2025-09-10,Google Ads,30254.34,78821,10272,233
M003177,2024-01-07,Affiliate,21975.3,234042,13348,217
M003178,2024-01-04,Email,27996.03,266842,10961,37
M003179,2025-04-30,Affiliate,9859.58,155127,13712,138
M003180,2026-02-24,Meta Ads,30594.27,135427,13516,169
M003181,2026-01-11,Direct,16336.23,96374,9857,246
M003182,2025-03-25,Meta Ads,31646.69,35722,5613,199
M003183,2025-10-13,Referral,5838.39,138617,6511,245
M003184,2025-08-16,Direct,37854.22,106442,9498,157
M003185,2024-09-07,Affiliate,5324.91,231808,6501,178
M003186,2026-05-29,Affiliate,35538.16,235928,13196,228
M003187,2023-11-11,Referral,38071.61,68134,6344,207
M003188,2022-05-10,Referral,12442.92,258905,4574,19
M003189,2025-02-18,Email,10187.27,75673,719,14
M003190,2023-12-26,Affiliate,25215.97,123575,3144,249
M003191,2024-02-24,Email,32632.24,182489,2025,241
M003192,2022-04-02,Meta Ads,40329.0,25614,11689,174
M003193,2022-08-11,Organic Search,2203.58,204014,7817,70
M003194,2022-11-17,Affiliate,23165.8,150685,13120,172
M003195,2022-10-21,Google Ads,25985.3,212020,6018,123
M003196,2022-04-21,Organic Search,727.93,247152,10918,230
M003197,2025-06-28,Direct,12443.88,236956,2841,162
M003198,2026-08-09,Instagram,26228.17,158449,8845,14
M003199,2026-04-09,Referral,36698.01,280854,2117,94
M003200,2024-03-26,Affiliate,32413.05,152433,938,257
M003201,2024-08-14,Instagram,3689.44,35445,13551,186
M003202,2023-09-09,Email,23028.34,128326,4791,218
M003203,2023-11-14,Organic Search,27682.14,7307,5356,121
M003204,2025-08-10,Affiliate,22679.69,48044,1822,38
M003205,2025-12-16,Direct,40226.13,11658,5999,252
M003206,2022-09-04,Meta Ads,29248.38,234534,9653,193
M003207,2023-05-10,Referral,29656.66,72864,2477,65
M003208,2024-01-01,Direct,25274.71,275989,466,30
M003209,2024-02-21,Organic Search,7724.42,186084,6984,49
M003210,2024-02-25,Referral,35895.94,38337,5916,67
M003211,2024-02-04,Affiliate,26893.48,268930,6832,230
M003212,2022-09-22,Affiliate,4375.05,266697,4787,229
M003213,2025-12-26,Google Ads,22349.92,158156,12734,112
M003214,2024-06-27,Affiliate,18938.6,115821,13924,215
M003215,2025-11-19,Google Ads,9257.63,154438,13654,195
M003216,2022-05-31,Email,10790.64,117907,8279,161
M003217,2026-03-12,Email,17145.12,7622,2264,122
M003218,2023-02-28,Organic Search,27885.88,216234,231,241
M003219,2022-03-09,Referral,17474.61,47010,1335,220
M003220,2026-04-18,Referral,21317.98,238412,10421,101
M003221,2022-08-18,Instagram,13656.65,199163,12738,115
M003222,2023-08-15,Google Ads,11216.56,76949,7055,189
M003223,2024-05-03,Direct,27565.36,60251,6507,21
M003224,2024-01-27,Google Ads,11765.16,63183,4520,192
M003225,2026-03-01,Affiliate,22043.28,272832,5148,193
M003226,2025-05-24,Organic Search,19446.04,72046,1675,225
M003227,2024-08-03,Meta Ads,40155.87,288709,10567,190
M003228,2025-06-14,Instagram,38923.93,263691,13763,90
M003229,2023-12-06,Google Ads,14885.52,137711,4681,59
M003230,2023-06-08,Direct,28834.36,236382,2951,59
M003231,2025-02-10,Instagram,29042.36,32185,3655,16
M003232,2024-08-15,Meta Ads,8047.83,159728,12052,75
M003233,2024-11-12,Email,5111.86,271983,4660,186
M003234,2024-08-03,Meta Ads,15326.18,55091,11760,245
M003235,2024-04-06,Google Ads,16786.2,160658,13720,127
M003236,2022-09-24,Google Ads,15447.9,143221,668,57
M003237,2024-06-18,Referral,3356.43,61550,8571,78
M003238,2022-11-09,Instagram,17177.09,242847,11820,5
M003239,2025-06-29,Affiliate,1768.68,166012,2587,77
M003240,2022-12-09,Direct,15106.92,84687,5682,87
M003241,2022-06-16,Meta Ads,37906.07,84757,4649,122
M003242,2022-10-30,Google Ads,9449.14,143344,8436,34
M003243,2025-06-21,Google Ads,5792.9,87415,10398,226
M003244,2023-10-10,Instagram,1748.46,146908,9867,231
M003245,2022-12-29,Instagram,25325.54,220555,13036,48
M003246,2023-05-05,Google Ads,36866.1,274999,11765,185
M003247,2025-02-19,Meta Ads,32222.13,282410,13116,51
M003248,2024-09-05,Meta Ads,11111.47,156573,2646,69
M003249,2023-10-06,Organic Search,11589.65,163965,10081,182
M003250,2023-12-07,Organic Search,18345.23,102297,10646,111
M003251,2025-03-30,Organic Search,2720.29,288759,10213,115
M003252,2025-10-04,Instagram,20889.17,32040,7191,113
M003253,2022-03-26,Referral,18272.78,71231,414,196
M003254,2022-03-03,Direct,4754.77,21122,8238,9
M003255,2022-09-19,Referral,1303.56,126657,238,220
M003256,2022-06-30,Google Ads,34990.32,37460,11952,142
M003257,2022-12-19,Direct,12830.8,46108,12971,184
M003258,2023-04-16,Instagram,12399.27,216744,7834,165
M003259,2022-01-07,Direct,9953.22,244151,12856,157
M003260,2023-07-15,Organic Search,33167.2,160196,3385,140
M003261,2024-11-17,Meta Ads,21015.33,179728,9877,207
M003262,2023-08-20,Direct,5621.71,121792,291,62
