order_id,customer_id,order_date,payment_method,marketing_channel,order_status,subtotal,discount,shipping_revenue,revenue,cost,profit
O0010769,C003825,2022-01-24,UPI,Email,Completed,52848.97,6755.42,0,46093.55,27796.21,18297.34
O0010770,C000601,2024-11-19,Cash on Delivery,Organic Search,Completed,9029.43,1712.3,0,7317.13,4876.0,2441.13
O0010771,C000560,2025-03-22,Credit Card,Instagram,Completed,17088.34,1604.14,0,15484.2,10536.4,4947.8
O0010772,C004578,2023-03-13,Credit Card,Instagram,Completed,566.76,111.18,99,554.58,317.4,237.18
O0010773,C001915,2024-01-01,UPI,Referral,Completed,2445.22,540.43,99,2003.79,1544.08,459.71
O0010774,C001901,2023-02-27,Credit Card,Instagram,Completed,2142.15,174.34,99,2066.81,1535.04,531.77
O0010775,C001827,2025-09-05,Debit Card,Direct,Completed,2286.02,284.16,99,2100.86,1582.49,518.37
O0010776,C003647,2023-09-01,PayPal,Google Ads,Completed,17815.0,1713.36,0,16101.64,11501.75,4599.89
O0010777,C003004,2024-03-19,UPI,Direct,Completed,11968.45,1252.96,0,10715.49,7157.83,3557.66
O0010778,C003722,2024-02-18,UPI,Meta Ads,Completed,5956.38,0.0,0,5956.38,3762.12,2194.26
O0010779,C002006,2025-10-26,Cash on Delivery,Organic Search,Processing,696.22,157.03,99,638.18,404.63,233.55
O0010780,C003824,2023-12-26,Credit Card,Direct,Processing,1785.92,217.8,99,1667.12,766.34,900.78
O0010781,C002462,2023-06-03,Credit Card,Email,Completed,1340.07,236.48,99,1202.59,963.42,239.17
O0010782,C000680,2025-05-06,Cash on Delivery,Google Ads,Completed,4890.44,553.47,0,4336.97,3088.16,1248.81
O0010783,C002378,2024-07-08,Credit Card,Organic Search,Completed,1064.92,166.17,99,997.75,595.23,402.52
O0010784,C000417,2022-03-03,UPI,Google Ads,Completed,4084.36,0.0,0,4084.36,2472.14,1612.22
O0010785,C002552,2026-04-25,Cash on Delivery,Affiliate,Returned,21030.84,1253.9,0,19776.94,13044.73,6732.21
O0010786,C004582,2026-03-18,Debit Card,Google Ads,Completed,10145.06,2495.55,0,7649.51,5011.72,2637.79
O0010787,C001123,2023-10-18,Credit Card,Meta Ads,Completed,15387.57,3411.62,0,11975.95,6220.35,5755.6
O0010788,C000031,2025-12-10,Credit Card,Email,Completed,8094.54,1325.22,0,6769.32,3742.08,3027.24
O0010789,C001219,2023-09-11,UPI,Meta Ads,Completed,73610.84,16368.36,0,57242.48,52101.45,5141.03
O0010790,C001405,2024-06-16,Credit Card,Organic Search,Completed,30826.76,6227.53,0,24599.23,21588.52,3010.71
O0010791,C000315,2025-06-17,Wallet,Instagram,Completed,3834.52,163.73,0,3670.79,2528.83,1141.96
O0010792,C000031,2025-07-17,UPI,Direct,Completed,19067.76,298.42,0,18769.34,11533.65,7235.69
O0010793,C002842,2024-03-17,UPI,Meta Ads,Completed,27581.58,5021.77,0,22559.81,14492.88,8066.93
O0010794,C000887,2023-03-05,Wallet,Instagram,Completed,5523.77,487.39,0,5036.38,3256.96,1779.42
O0010795,C004497,2024-05-02,Credit Card,Email,Cancelled,9471.38,187.91,0,9283.47,6147.47,3136.0
O0010796,C003023,2025-01-12,UPI,Instagram,Processing,5337.31,1002.86,0,4334.45,3649.35,685.1
O0010797,C000442,2024-02-22,Debit Card,Referral,Completed,3364.02,650.71,0,2713.31,2267.67,445.64
O0010798,C003188,2023-04-30,UPI,Organic Search,Completed,578.04,10.03,99,667.01,385.05,281.96
O0010799,C000898,2023-12-14,UPI,Meta Ads,Completed,37703.64,378.71,0,37324.93,17882.36,19442.57
O0010800,C000792,2022-10-10,Cash on Delivery,Affiliate,Returned,8108.28,696.82,0,7411.46,4166.52,3244.94
O0010801,C000479,2023-06-02,Cash on Delivery,Affiliate,Completed,18199.31,4606.5,0,13592.81,11882.44,1710.37
O0010802,C003214,2025-04-26,Cash on Delivery,Affiliate,Completed,10606.53,1619.87,0,8986.66,6504.6,2482.06
O0010803,C003528,2025-03-26,Wallet,Direct,Completed,7783.17,1005.36,0,6777.81,5246.95,1530.86
O0010804,C003260,2025-02-07,Wallet,Organic Search,Completed,27762.8,2603.96,0,25158.84,17514.39,7644.45
O0010805,C001685,2025-01-31,Credit Card,Meta Ads,Completed,9363.69,302.26,0,9061.43,5604.94,3456.49
O0010806,C002134,2022-10-13,Debit Card,Organic Search,Completed,31730.97,3291.22,0,28439.75,16944.9,11494.85
O0010807,C000095,2024-12-16,UPI,Direct,Completed,72465.43,12537.84,0,59927.59,30962.69,28964.9
O0010808,C002413,2023-06-26,Credit Card,Email,Completed,3363.16,299.89,0,3063.27,2315.27,748.0
O0010809,C003100,2026-05-21,Debit Card,Meta Ads,Completed,32210.31,2683.81,0,29526.5,19925.4,9601.1
O0010810,C000936,2025-02-12,Credit Card,Instagram,Completed,818.58,139.52,99,778.06,557.06,221.0
O0010811,C000264,2025-05-13,PayPal,Instagram,Completed,1291.52,89.3,99,1301.22,747.84,553.38
O0010812,C000696,2023-06-18,UPI,Referral,Completed,963.76,67.54,99,995.22,683.92,311.3
O0010813,C003257,2025-03-05,Debit Card,Affiliate,Cancelled,4760.73,811.92,0,3948.81,2289.54,1659.27
O0010814,C003719,2025-05-26,Credit Card,Direct,Completed,67296.06,3135.53,0,64160.53,39339.24,24821.29
O0010815,C002245,2026-02-09,UPI,Organic Search,Completed,17372.52,1546.14,0,15826.38,8765.52,7060.86
O0010816,C000949,2022-04-04,UPI,Google Ads,Completed,628.03,43.77,99,683.26,413.74,269.52
O0010817,C000512,2024-10-31,UPI,Organic Search,Completed,27432.41,70.26,0,27362.15,12002.36,15359.79
O0010818,C004779,2023-06-17,Cash on Delivery,Meta Ads,Completed,2094.53,380.11,99,1813.42,1503.86,309.56
O0010819,C004942,2025-11-30,Debit Card,Affiliate,Completed,19811.85,1168.0,0,18643.86,7572.45,11071.41
O0010820,C002013,2023-02-05,UPI,Meta Ads,Completed,377.84,36.51,99,440.33,211.6,228.73
O0010821,C004754,2025-11-16,UPI,Google Ads,Completed,4290.85,710.09,0,3580.76,2260.15,1320.61
O0010822,C003379,2025-05-16,UPI,Organic Search,Completed,9623.69,1122.12,0,8501.57,4783.99,3717.58
O0010823,C001746,2026-02-22,Cash on Delivery,Google Ads,Completed,35840.34,6218.73,0,29621.61,21059.25,8562.36
O0010824,C000034,2022-11-16,UPI,Google Ads,Completed,1820.31,361.83,99,1557.48,892.44,665.04
O0010825,C004727,2023-01-02,PayPal,Organic Search,Completed,1071.96,189.11,99,981.85,798.24,183.61
O0010826,C001790,2022-01-05,PayPal,Email,Cancelled,14866.52,3192.76,0,11673.76,7895.93,3777.83
O0010827,C005184,2023-11-20,UPI,Direct,Completed,60729.15,10880.68,0,49848.47,35699.83,14148.64
O0010828,C000830,2024-11-09,Credit Card,Organic Search,Completed,18443.96,2705.04,0,15738.92,7373.95,8364.97
O0010829,C002300,2024-09-03,Debit Card,Organic Search,Completed,10089.48,611.2,0,9478.28,6945.81,2532.47
O0010830,C000714,2024-10-22,UPI,Email,Completed,10858.06,1884.03,0,8974.03,5645.4,3328.63
O0010831,C003678,2025-06-06,PayPal,Affiliate,Completed,3238.82,928.63,0,2310.19,1596.99,713.2
O0010832,C005050,2022-09-24,UPI,Meta Ads,Completed,52923.36,3144.88,0,49778.48,34838.22,14940.26
O0010833,C004068,2026-03-07,Debit Card,Google Ads,Cancelled,5880.98,488.07,0,5392.91,3034.96,2357.95
O0010834,C004815,2024-09-24,Credit Card,Meta Ads,Completed,4566.12,134.09,0,4432.03,2486.92,1945.11
O0010835,C000236,2026-01-11,Credit Card,Email,Completed,16962.64,3406.03,0,13556.61,8756.83,4799.78
O0010836,C000876,2024-06-19,UPI,Meta Ads,Completed,558.21,31.68,99,625.53,399.8,225.73
O0010837,C001057,2022-11-29,PayPal,Direct,Completed,2520.7,275.43,0,2245.28,1215.08,1030.2
O0010838,C004776,2025-08-25,Credit Card,Meta Ads,Completed,401.99,38.66,99,462.33,284.7,177.63
O0010839,C001263,2023-01-09,UPI,Organic Search,Completed,4262.75,366.79,0,3895.96,2106.78,1789.18
O0010840,C000707,2023-07-16,Credit Card,Meta Ads,Processing,29781.72,1885.57,0,27896.15,17815.44,10080.71
O0010841,C003787,2023-01-19,Cash on Delivery,Affiliate,Returned,1302.77,67.01,99,1334.76,732.3,602.46
O0010842,C001167,2022-06-24,Credit Card,Google Ads,Completed,470.73,0.0,99,569.73,347.41,222.32
O0010843,C000882,2022-11-18,Credit Card,Instagram,Processing,5243.2,320.95,0,4922.25,2595.67,2326.58
O0010844,C004837,2024-10-15,Credit Card,Email,Completed,29678.98,1021.5,0,28657.47,12023.22,16634.25
O0010845,C002528,2024-11-14,Credit Card,Google Ads,Returned,1167.94,203.22,99,1063.71,478.39,585.32
O0010846,C000344,2022-06-09,Cash on Delivery,Google Ads,Completed,564.96,41.67,99,622.29,427.76,194.53
O0010847,C004204,2022-04-21,Debit Card,Referral,Returned,28613.26,1054.9,0,27558.36,15652.98,11905.38
O0010848,C002884,2024-11-05,UPI,Email,Refunded,6375.76,948.16,0,5427.6,3547.19,1880.41
O0010849,C001140,2022-01-09,Debit Card,Instagram,Completed,19375.27,1772.25,0,17603.02,12656.36,4946.66
O0010850,C003688,2024-10-24,Credit Card,Google Ads,Completed,413.9,47.1,99,465.8,196.74,269.06
O0010851,C004536,2024-09-23,Credit Card,Meta Ads,Completed,7637.45,304.06,0,7333.39,4681.69,2651.7
O0010852,C003759,2024-03-23,UPI,Organic Search,Completed,2900.91,417.48,0,2483.43,1759.95,723.48
O0010853,C000852,2026-05-19,PayPal,Direct,Completed,30296.04,3052.62,0,27243.42,19012.73,8230.69
O0010854,C002889,2022-01-18,UPI,Google Ads,Processing,2047.6,212.82,99,1933.78,1395.75,538.03
O0010855,C002144,2024-04-30,UPI,Google Ads,Completed,16961.72,2287.42,0,14674.3,9098.57,5575.73
O0010856,C000982,2023-09-26,Credit Card,Email,Completed,6790.53,92.8,0,6697.73,4115.88,2581.85
O0010857,C001781,2023-06-16,Wallet,Instagram,Completed,563.98,48.38,99,614.6,362.12,252.48
O0010858,C001320,2023-10-16,PayPal,Email,Completed,1236.79,123.17,99,1212.61,612.66,599.95
O0010859,C004947,2022-03-23,Credit Card,Referral,Completed,281318.67,19301.56,0,262017.11,152026.38,109990.73
O0010860,C000782,2023-01-05,UPI,Meta Ads,Processing,993.56,109.52,99,983.04,616.67,366.37
O0010861,C005120,2022-03-15,Credit Card,Google Ads,Completed,4470.66,179.15,0,4291.51,3073.08,1218.43
O0010862,C005050,2025-10-27,PayPal,Meta Ads,Completed,18622.48,2011.85,0,16610.63,9983.94,6626.69
O0010863,C004504,2026-08-19,PayPal,Organic Search,Completed,14325.88,1789.96,0,12535.92,10741.2,1794.72
O0010864,C000031,2025-05-17,Cash on Delivery,Instagram,Completed,5263.03,546.12,0,4716.91,3564.91,1152.0
O0010865,C000750,2024-01-07,Credit Card,Organic Search,Completed,1824.12,306.0,99,1617.12,957.45,659.67
O0010866,C002300,2022-09-26,Wallet,Google Ads,Processing,1718.07,306.39,99,1510.68,1019.89,490.79
O0010867,C003619,2023-11-06,PayPal,Google Ads,Completed,9303.97,565.22,0,8738.75,5030.76,3707.99
O0010868,C003074,2024-08-03,PayPal,Direct,Completed,2769.43,328.41,0,2441.02,1899.81,541.21
O0010869,C003752,2026-06-24,Credit Card,Affiliate,Completed,135566.78,0.0,0,135566.78,84148.6,51418.18
O0010870,C005001,2025-10-17,Wallet,Organic Search,Completed,3618.3,203.02,0,3415.29,2035.02,1380.27
O0010871,C004262,2022-04-18,UPI,Email,Completed,418.67,52.22,99,465.45,255.23,210.22
O0010872,C002134,2022-01-05,UPI,Direct,Completed,1401.66,151.77,99,1348.89,941.25,407.64
O0010873,C000559,2025-10-26,Credit Card,Google Ads,Cancelled,3532.07,272.37,0,3259.7,1908.91,1350.79
O0010874,C003805,2025-01-30,UPI,Email,Completed,23944.16,2379.65,0,21564.51,18040.58,3523.93
O0010875,C003347,2025-08-06,Wallet,Google Ads,Completed,790.02,102.78,99,786.24,550.02,236.22
O0010876,C004573,2022-03-02,Debit Card,Email,Completed,429.21,50.97,99,477.24,243.01,234.23
O0010877,C002006,2026-05-15,UPI,Email,Completed,4850.49,373.02,0,4477.47,2948.94,1528.53
O0010878,C004053,2022-02-07,UPI,Google Ads,Completed,2303.46,263.17,99,2139.29,1660.74,478.55
O0010879,C003019,2023-09-19,Debit Card,Organic Search,Completed,9146.29,1277.51,0,7868.78,4740.99,3127.79
O0010880,C002300,2025-09-04,Credit Card,Instagram,Completed,9511.58,1385.52,0,8126.06,5264.34,2861.72
O0010881,C001806,2025-08-01,UPI,Direct,Completed,8436.06,1939.42,0,6496.64,5948.13,548.51
O0010882,C001941,2024-03-14,Debit Card,Meta Ads,Completed,1030.52,85.7,99,1043.82,550.3,493.52
O0010883,C003628,2023-07-02,UPI,Direct,Completed,7757.52,1044.1,0,6713.42,3833.68,2879.74
O0010884,C002021,2022-05-01,PayPal,Google Ads,Completed,3354.03,760.87,0,2593.16,1744.39,848.77
O0010885,C000791,2022-08-28,Cash on Delivery,Direct,Completed,2828.89,436.92,0,2391.97,1521.79,870.18
O0010886,C002507,2026-04-26,Credit Card,Email,Completed,177620.24,17589.1,0,160031.14,97912.93,62118.21
O0010887,C002778,2025-12-26,Credit Card,Direct,Processing,3999.71,774.93,0,3224.77,2360.59,864.18
O0010888,C004351,2024-08-30,PayPal,Organic Search,Completed,1339.66,146.55,99,1292.11,775.54,516.57
O0010889,C003424,2022-07-14,UPI,Google Ads,Completed,9127.97,1210.93,0,7917.04,6115.17,1801.87
O0010890,C001555,2025-03-30,Credit Card,Organic Search,Completed,14325.88,2389.37,0,11936.51,10741.2,1195.31
O0010891,C003729,2023-11-18,Cash on Delivery,Direct,Refunded,11248.69,1684.82,0,9563.87,4953.01,4610.86
O0010892,C003590,2023-02-08,UPI,Organic Search,Completed,25128.81,2842.94,0,22285.87,17553.88,4731.99
O0010893,C000031,2024-01-01,PayPal,Google Ads,Completed,7403.13,1057.93,0,6345.2,5407.52,937.68
O0010894,C001733,2026-02-27,Credit Card,Instagram,Completed,1154.41,0.0,99,1253.41,666.94,586.47
O0010895,C001650,2025-09-21,Credit Card,Google Ads,Completed,19706.94,99.64,0,19607.3,13338.82,6268.48
O0010896,C002144,2026-07-25,Cash on Delivery,Meta Ads,Returned,10089.48,954.28,0,9135.2,6945.81,2189.39
O0010897,C001663,2024-06-15,Debit Card,Instagram,Completed,2838.78,108.76,0,2730.02,1954.51,775.51
O0010898,C003869,2025-03-18,Debit Card,Google Ads,Cancelled,13670.14,62.58,0,13607.56,6887.62,6719.94
O0010899,C001586,2022-08-18,UPI,Instagram,Completed,4549.62,0.0,0,4549.62,2483.05,2066.57
O0010900,C004799,2022-04-13,Debit Card,Google Ads,Processing,90144.12,16040.53,0,74103.59,48899.24,25204.35
O0010901,C001286,2022-08-06,Cash on Delivery,Instagram,Completed,9351.7,1796.27,0,7555.43,6555.72,999.71
O0010902,C001178,2023-10-06,Cash on Delivery,Meta Ads,Completed,5722.44,979.55,0,4742.89,3073.08,1669.81
O0010903,C003151,2026-06-19,Cash on Delivery,Referral,Completed,18260.22,2722.6,0,15537.62,11306.1,4231.52
O0010904,C004739,2024-08-14,Debit Card,Direct,Completed,2246.6,213.45,99,2132.15,1519.99,612.16
O0010905,C002677,2023-12-11,UPI,Affiliate,Completed,952.65,61.11,99,990.54,449.94,540.6
O0010906,C003818,2022-02-12,Cash on Delivery,Google Ads,Completed,71260.94,12469.9,0,58791.04,34944.91,23846.13
O0010907,C001405,2022-12-14,Debit Card,Google Ads,Completed,68279.6,8270.05,0,60009.55,38623.2,21386.35
O0010908,C003341,2024-03-13,UPI,Meta Ads,Completed,9302.1,1196.62,0,8105.48,4856.52,3248.96
O0010909,C000894,2023-07-23,Debit Card,Affiliate,Completed,11189.96,741.79,0,10448.17,7331.83,3116.34
O0010910,C001827,2026-05-02,Debit Card,Email,Completed,87879.89,8593.57,0,79286.32,47404.0,31882.32
O0010911,C004648,2026-03-04,Debit Card,Email,Completed,9534.9,1670.63,0,7864.27,6645.12,1219.15
O0010912,C001042,2024-01-18,Cash on Delivery,Meta Ads,Completed,3970.92,577.6,0,3393.32,2508.08,885.24
O0010913,C003262,2022-02-10,Debit Card,Affiliate,Completed,1896.1,375.06,99,1620.04,1359.74,260.3
O0010914,C000168,2024-03-02,Credit Card,Referral,Completed,18415.2,912.99,0,17502.21,10037.82,7464.39
O0010915,C002002,2024-06-24,Wallet,Meta Ads,Completed,2844.15,0.0,0,2844.15,2039.61,804.54
O0010916,C002029,2023-09-13,Debit Card,Email,Processing,33660.18,457.12,0,33203.06,23953.94,9249.12
O0010917,C002424,2024-04-13,UPI,Google Ads,Completed,18165.81,2603.53,0,15562.28,12196.38,3365.9
O0010918,C002029,2023-08-10,UPI,Direct,Completed,3462.45,463.31,0,2999.14,2056.21,942.93
O0010919,C004652,2022-12-16,Credit Card,Email,Completed,10144.68,990.83,0,9153.85,5477.63,3676.22
O0010920,C001530,2023-10-02,Cash on Delivery,Email,Completed,8691.88,1073.09,0,7618.78,4115.88,3502.9
O0010921,C005142,2024-12-19,UPI,Google Ads,Completed,16270.68,1755.71,0,14514.97,6361.46,8153.51
O0010922,C000141,2025-03-05,UPI,Affiliate,Completed,3519.14,582.77,0,2936.37,1776.62,1159.75
O0010923,C000500,2023-02-27,UPI,Google Ads,Refunded,8161.68,625.34,0,7536.34,5700.18,1836.16
O0010924,C000343,2022-02-12,Cash on Delivery,Meta Ads,Completed,534.36,68.44,99,564.92,290.62,274.3
O0010925,C004940,2022-07-03,Credit Card,Affiliate,Cancelled,16322.79,2685.96,0,13636.83,8176.92,5459.91
O0010926,C000340,2024-07-08,Debit Card,Google Ads,Cancelled,18108.63,1227.6,0,16881.03,9737.13,7143.9
O0010927,C004504,2024-05-24,Wallet,Instagram,Completed,7813.09,303.69,0,7509.4,5073.74,2435.66
O0010928,C000802,2024-02-28,Cash on Delivery,Email,Completed,12123.33,919.27,0,11204.06,7501.95,3702.11
O0010929,C003885,2024-02-20,Debit Card,Organic Search,Completed,1620.99,73.65,99,1646.34,1077.24,569.1
O0010930,C004084,2022-06-14,Debit Card,Email,Completed,16013.42,4939.77,0,11073.65,8887.01,2186.64
O0010931,C004608,2025-03-11,Credit Card,Google Ads,Completed,242.95,23.24,99,318.71,173.92,144.79
O0010932,C000177,2026-08-09,Debit Card,Google Ads,Completed,888.58,84.83,99,902.75,606.74,296.01
O0010933,C004092,2025-02-25,Credit Card,Email,Cancelled,3509.5,377.49,0,3132.01,2059.91,1072.1
O0010934,C002281,2024-05-02,Debit Card,Organic Search,Refunded,3184.58,403.59,0,2780.99,2314.72,466.27
O0010935,C000639,2022-04-21,Credit Card,Email,Processing,363.69,44.36,99,418.33,250.83,167.5
O0010936,C001915,2025-12-02,UPI,Google Ads,Processing,9913.84,1623.45,0,8290.39,4308.59,3981.8
O0010937,C000856,2024-01-23,Debit Card,Direct,Completed,17339.69,3475.42,0,13864.27,10484.86,3379.41
O0010938,C002230,2026-07-26,UPI,Direct,Completed,25227.34,2498.82,0,22728.52,16867.78,5860.74
O0010939,C004084,2026-03-01,Debit Card,Direct,Cancelled,1309.92,139.48,99,1269.44,887.52,381.92
O0010940,C000316,2023-05-14,Debit Card,Google Ads,Completed,20166.53,3811.87,0,16354.66,9708.58,6646.08
O0010941,C001534,2022-07-19,UPI,Referral,Completed,6201.58,602.83,0,5598.75,3403.45,2195.3
O0010942,C002762,2025-01-27,UPI,Instagram,Completed,1017.16,173.28,99,942.88,713.25,229.63
O0010943,C000281,2026-02-11,Cash on Delivery,Affiliate,Returned,2492.66,272.81,99,2318.85,1501.46,817.39
O0010944,C003999,2024-01-22,Wallet,Direct,Refunded,10874.22,776.81,0,10097.41,7168.02,2929.39
O0010945,C004092,2024-02-16,UPI,Organic Search,Processing,19748.26,2245.37,0,17502.89,11094.98,6407.91
O0010946,C000735,2025-06-02,UPI,Direct,Completed,6039.85,264.95,0,5774.9,3253.31,2521.59
O0010947,C002167,2022-08-06,UPI,Direct,Completed,18851.76,638.48,0,18213.28,13517.29,4695.99
O0010948,C000455,2022-06-10,UPI,Organic Search,Completed,199.04,6.88,99,291.16,104.54,186.62
O0010949,C002074,2023-08-07,UPI,Instagram,Completed,5398.18,812.58,0,4585.6,3321.46,1264.14
O0010950,C003702,2026-08-08,Credit Card,Referral,Completed,199.04,5.78,99,292.26,104.54,187.72
O0010951,C005078,2025-11-23,Credit Card,Direct,Completed,20979.83,714.76,0,20265.07,9628.33,10636.74
O0010952,C000442,2022-09-11,UPI,Meta Ads,Completed,3178.3,231.46,0,2946.84,2215.04,731.8
O0010953,C000875,2023-09-21,Credit Card,Email,Completed,105217.89,7883.26,0,97334.63,58944.26,38390.37
O0010954,C002601,2022-02-09,Credit Card,Referral,Completed,742.53,56.27,99,785.26,427.38,357.88
O0010955,C000810,2025-05-08,Cash on Delivery,Affiliate,Completed,214661.1,41964.75,0,172696.35,117194.79,55501.56
O0010956,C003477,2026-08-01,UPI,Organic Search,Completed,7806.21,1063.33,0,6742.88,4708.35,2034.53
O0010957,C004860,2022-11-06,Credit Card,Referral,Completed,3323.88,707.24,0,2616.64,1600.61,1016.03
O0010958,C003317,2022-12-16,PayPal,Meta Ads,Completed,58419.38,2520.55,0,55898.83,24894.28,31004.55
O0010959,C000177,2022-04-04,Wallet,Referral,Completed,15061.05,4168.08,0,10892.97,8491.38,2401.59
O0010960,C000949,2024-05-05,Credit Card,Google Ads,Completed,5569.22,0.74,0,5568.48,3803.14,1765.34
O0010961,C003386,2023-06-27,Debit Card,Meta Ads,Completed,34522.62,4130.43,0,30392.19,21575.66,8816.53
O0010962,C003405,2025-05-03,Credit Card,Email,Completed,5852.52,721.66,0,5130.86,3425.32,1705.54
O0010963,C000031,2023-05-22,UPI,Email,Completed,14519.47,1519.16,0,13000.31,7167.37,5832.94
O0010964,C003756,2023-03-15,Wallet,Google Ads,Completed,935.8,0.0,99,1034.8,685.16,349.64
O0010965,C001775,2023-02-17,Debit Card,Email,Completed,2505.2,498.23,0,2006.97,1387.24,619.73
O0010966,C002711,2024-04-11,UPI,Meta Ads,Completed,1136.47,266.23,99,969.24,729.13,240.11
O0010967,C003577,2022-10-20,UPI,Organic Search,Completed,2182.48,265.12,99,2016.36,1217.82,798.54
O0010968,C003920,2022-09-12,UPI,Organic Search,Completed,454.34,58.93,99,494.41,334.6,159.81
O0010969,C003095,2024-05-01,UPI,Google Ads,Completed,1989.94,310.87,99,1778.07,1160.32,617.75
O0010970,C004670,2023-05-26,UPI,Referral,Completed,28283.92,3647.17,0,24636.75,17273.77,7362.98
O0010971,C004148,2026-08-01,Debit Card,Google Ads,Cancelled,7515.6,724.69,0,6790.91,4161.72,2629.19
O0010972,C003364,2023-10-31,Debit Card,Google Ads,Completed,46998.23,11193.08,0,35805.15,23812.16,11992.99
O0010973,C001662,2022-10-21,UPI,Meta Ads,Completed,131098.1,8458.05,0,122640.05,49642.35,72997.7
O0010974,C004413,2024-09-16,UPI,Referral,Processing,30091.31,0.0,0,30091.31,21041.19,9050.12
O0010975,C001804,2024-09-14,Wallet,Direct,Completed,1850.46,406.43,99,1543.03,930.87,612.16
O0010976,C002637,2024-04-04,Debit Card,Organic Search,Completed,15835.87,1015.79,0,14820.08,11692.13,3127.95
O0010977,C003952,2026-03-17,UPI,Organic Search,Completed,3180.32,348.71,0,2831.61,1851.41,980.2
O0010978,C000042,2022-09-13,Cash on Delivery,Meta Ads,Completed,2152.41,368.69,99,1882.72,1199.35,683.37
O0010979,C001067,2024-04-20,Cash on Delivery,Direct,Completed,2512.75,357.24,0,2155.51,1888.3,267.21
O0010980,C002300,2023-10-12,Cash on Delivery,Email,Completed,11647.03,0.0,0,11647.03,4966.1,6680.93
O0010981,C002633,2025-11-07,UPI,Referral,Processing,12125.95,0.0,0,12125.95,6280.5,5845.45
O0010982,C005138,2022-03-19,UPI,Direct,Completed,1824.12,0.0,99,1923.12,957.45,965.67
O0010983,C003753,2024-03-02,Debit Card,Email,Completed,3519.14,481.83,0,3037.31,1776.62,1260.69
O0010984,C005168,2024-11-01,Debit Card,Meta Ads,Completed,25192.52,2906.08,0,22286.45,13800.07,8486.38
O0010985,C002802,2022-08-11,Cash on Delivery,Email,Completed,519.45,66.04,99,552.41,293.9,258.51
O0010986,C002798,2022-09-01,Cash on Delivery,Email,Completed,36602.99,7341.32,0,29261.67,20076.85,9184.82
O0010987,C001607,2022-06-06,UPI,Google Ads,Completed,24155.32,4277.77,0,19877.55,16539.46,3338.09
O0010988,C001750,2023-08-21,UPI,Email,Completed,188.92,29.32,99,258.6,105.8,152.8
O0010989,C000944,2023-02-02,Debit Card,Google Ads,Completed,18165.81,3845.84,0,14319.97,12196.38,2123.59
O0010990,C001088,2023-11-03,UPI,Meta Ads,Completed,1241.29,160.41,99,1179.89,659.37,520.52
O0010991,C004092,2022-08-26,Credit Card,Affiliate,Completed,236.83,21.75,99,314.08,135.95,178.13
O0010992,C002924,2024-12-29,Credit Card,Referral,Completed,3156.79,204.36,0,2952.43,1607.28,1345.15
O0010993,C000039,2025-08-20,UPI,Affiliate,Processing,14206.48,1389.43,0,12817.05,8209.42,4607.63
O0010994,C001789,2022-02-12,Wallet,Instagram,Completed,86421.16,15866.41,0,70554.75,47349.46,23205.29
O0010995,C000543,2023-09-12,Wallet,Direct,Completed,669.83,82.66,99,686.17,387.77,298.4
O0010996,C001956,2023-10-12,Credit Card,Referral,Completed,11807.08,820.18,0,10986.9,5595.21,5391.69
O0010997,C000936,2022-01-15,Wallet,Organic Search,Completed,12753.57,1689.58,0,11063.99,8279.69,2784.3
O0010998,C004939,2022-03-27,PayPal,Affiliate,Completed,4602.48,940.95,0,3661.53,2628.12,1033.41
O0010999,C003912,2023-02-19,Debit Card,Meta Ads,Completed,822.08,148.82,99,772.26,535.76,236.5
O0011000,C004493,2022-02-13,Credit Card,Direct,Completed,7268.73,813.87,0,6454.86,5030.76,1424.1
O0011001,C005073,2024-03-08,PayPal,Referral,Completed,1238.01,191.94,99,1145.07,746.21,398.86
O0011002,C002575,2023-02-07,Credit Card,Meta Ads,Completed,3137.73,787.56,0,2350.17,2110.52,239.65
O0011003,C004663,2022-02-12,Debit Card,Referral,Returned,531.16,101.41,99,528.75,290.3,238.45
O0011004,C003676,2024-06-19,Debit Card,Organic Search,Completed,7681.0,42.02,0,7638.98,4339.56,3299.42
O0011005,C003936,2025-12-28,UPI,Meta Ads,Completed,5958.21,747.94,0,5210.27,2487.36,2722.91
O0011006,C002640,2024-04-05,Credit Card,Referral,Completed,32713.46,5996.81,0,26716.65,23896.84,2819.81
O0011007,C003826,2026-03-13,Debit Card,Organic Search,Completed,941.49,58.56,99,981.93,476.4,505.53
O0011008,C004165,2023-11-08,Credit Card,Meta Ads,Completed,41721.04,6642.48,0,35078.56,18676.06,16402.5
O0011009,C004484,2025-09-15,Credit Card,Google Ads,Completed,34140.13,8027.92,0,26112.21,16547.45,9564.76
O0011010,C000031,2024-01-04,UPI,Organic Search,Completed,2221.54,244.79,99,2075.75,1573.78,501.97
O0011011,C002208,2023-11-20,Credit Card,Google Ads,Processing,15462.02,3437.89,0,12024.13,6506.62,5517.51
O0011012,C002679,2023-01-06,Credit Card,Instagram,Completed,10857.83,968.6,0,9889.23,7304.17,2585.06
O0011013,C001978,2025-05-11,UPI,Referral,Completed,8949.09,0.0,0,8949.09,5669.45,3279.64
O0011014,C001707,2025-02-07,PayPal,Meta Ads,Completed,1326.0,256.76,99,1168.24,667.89,500.35
O0011015,C003813,2026-01-23,Cash on Delivery,Email,Completed,2244.7,156.29,99,2187.41,1535.48,651.93
