return_id,order_id,customer_id,return_date,return_reason,refund_amount
R000869,O0008162,C000680,2026-07-01,Wrong Product,395.83
R000870,O0005196,C004047,2026-08-20,Customer Changed Mind,503.9
R000871,O0003261,C000680,2026-07-03,Quality Issue,6096.44
R000872,O0016969,C000797,2022-11-09,Customer Changed Mind,611.53
R000873,O0017127,C000365,2023-02-27,Size Issue,8624.57
R000874,O0013539,C001030,2023-02-11,Late Delivery,15569.62
R000875,O0007795,C002560,2025-08-25,Late Delivery,422.71
R000876,O0006762,C005062,2023-10-19,Wrong Product,204.42
R000877,O0019993,C003584,2024-06-14,Late Delivery,15509.62
R000878,O0016067,C004278,2022-01-22,Wrong Product,588.8
R000879,O0009061,C002426,2022-03-27,Wrong Product,20037.19
R000880,O0020053,C003679,2024-12-12,Damaged Product,8668.02
R000881,O0012765,C002300,2024-11-01,Size Issue,2787.63
R000882,O0006447,C005126,2026-09-25,Damaged Product,253.14
R000883,O0013625,C001470,2022-04-27,Wrong Product,3386.91
R000884,O0012582,C002182,2024-09-06,Size Issue,22424.91
R000885,O0009253,C003202,2023-09-06,Wrong Product,3961.82
R000886,O0006689,C003318,2026-07-18,Late Delivery,758.15
R000887,O0009263,C003877,2022-09-19,Damaged Product,11039.55
R000888,O0017552,C001831,2023-04-20,Late Delivery,6072.98
R000889,O0022785,C000207,2023-05-06,Size Issue,1010.01
R000890,O0012776,C003364,2026-07-10,Damaged Product,34104.34
R000891,O0025647,C003365,2022-06-27,Damaged Product,2989.14
R000892,O0007673,C001013,2022-04-03,Wrong Product,1717.88
R000893,O0017736,C005058,2025-06-04,Damaged Product,2118.54
R000894,O0009829,C002300,2025-05-12,Quality Issue,32800.79
R000895,O0020300,C002300,2025-08-15,Customer Changed Mind,2325.17
R000896,O0015969,C000380,2024-06-21,Wrong Product,24156.08
R000897,O0016440,C005095,2024-11-13,Wrong Product,2023.9
R000898,O0005324,C002060,2024-02-26,Customer Changed Mind,2317.87
R000899,O0012346,C005044,2025-04-24,Late Delivery,7770.21
R000900,O0000931,C000618,2025-02-12,Wrong Product,2719.42
R000901,O0017469,C003490,2022-05-12,Customer Changed Mind,11259.43
R000902,O0015236,C005194,2025-12-07,Damaged Product,27147.41
R000903,O0023058,C002625,2026-05-23,Quality Issue,29061.81
R000904,O0011103,C000701,2022-04-14,Late Delivery,330.81
R000905,O0007093,C001537,2026-06-19,Late Delivery,3553.02
R000906,O0006345,C004460,2024-08-01,Quality Issue,500.78
R000907,O0003325,C003751,2025-09-03,Late Delivery,2651.87
R000908,O0025001,C003344,2022-09-19,Customer Changed Mind,6691.82
R000909,O0001303,C001147,2026-03-22,Damaged Product,11029.01
R000910,O0003834,C000236,2024-10-04,Late Delivery,6222.53
R000911,O0006189,C004084,2026-01-06,Customer Changed Mind,2518.83
R000912,O0015914,C004241,2024-02-21,Size Issue,125604.29
R000913,O0011636,C001841,2025-11-05,Size Issue,3930.83
R000914,O0007166,C000799,2024-12-26,Quality Issue,8569.27
R000915,O0013804,C001317,2022-12-20,Customer Changed Mind,2423.77
R000916,O0002249,C001332,2024-10-04,Size Issue,3738.25
R000917,O0008334,C000852,2026-06-15,Late Delivery,6096.72
R000918,O0020092,C000701,2025-07-21,Wrong Product,6455.88
R000919,O0003818,C003175,2022-01-14,Quality Issue,9498.92
R000920,O0016198,C004416,2023-05-16,Customer Changed Mind,1124.46
R000921,O0010846,C000344,2022-06-30,Quality Issue,440.25
R000922,O0014814,C003281,2026-07-22,Wrong Product,997.35
R000923,O0024166,C004536,2026-03-09,Late Delivery,933.32
R000924,O0016611,C000576,2026-01-31,Damaged Product,4316.39
R000925,O0016764,C002230,2024-05-28,Late Delivery,46669.42
R000926,O0001845,C001702,2024-07-10,Wrong Product,2589.94
R000927,O0025427,C001121,2022-11-21,Customer Changed Mind,5304.05
R000928,O0009330,C002203,2025-01-04,Late Delivery,26500.93
R000929,O0022066,C001032,2023-09-24,Customer Changed Mind,3915.73
R000930,O0015453,C000846,2022-05-21,Quality Issue,18535.48
R000931,O0023785,C001530,2025-08-01,Quality Issue,1550.73
R000932,O0016374,C002502,2024-01-01,Size Issue,830.33
R000933,O0009591,C001915,2024-02-22,Size Issue,113283.77
R000934,O0018480,C000558,2026-07-20,Wrong Product,329.8
R000935,O0005617,C001545,2023-06-28,Size Issue,2071.78
R000936,O0020537,C000723,2025-06-15,Customer Changed Mind,6378.66
R000937,O0016980,C004930,2022-11-05,Customer Changed Mind,42372.25
R000938,O0014899,C004524,2026-07-09,Damaged Product,468.42
R000939,O0019607,C001814,2024-06-09,Size Issue,23842.72
R000940,O0001235,C002806,2026-06-09,Quality Issue,1138.86
R000941,O0014214,C004729,2025-02-27,Customer Changed Mind,3960.57
R000942,O0001610,C002494,2023-05-15,Quality Issue,215.17
R000943,O0011337,C005126,2024-03-07,Size Issue,584.76
R000944,O0025249,C001793,2022-04-24,Size Issue,3625.78
R000945,O0024539,C003213,2022-05-27,Customer Changed Mind,18780.18
R000946,O0023450,C004845,2022-10-27,Customer Changed Mind,522.32
R000947,O0002782,C004228,2022-10-15,Late Delivery,3717.77
R000948,O0024464,C001326,2023-09-09,Wrong Product,3351.26
R000949,O0023028,C001217,2024-11-04,Wrong Product,3329.58
R000950,O0004692,C004860,2026-02-19,Size Issue,2251.91
R000951,O0023970,C000361,2025-12-11,Customer Changed Mind,9829.9
R000952,O0023299,C000125,2024-10-30,Customer Changed Mind,24896.32
R000953,O0023485,C000066,2025-09-24,Customer Changed Mind,439.27
R000954,O0005968,C003424,2023-05-23,Late Delivery,17274.64
R000955,O0001887,C000844,2024-07-30,Wrong Product,56928.99
R000956,O0003896,C004180,2023-07-01,Customer Changed Mind,5855.2
R000957,O0023663,C003920,2025-03-05,Wrong Product,6803.6
R000958,O0020900,C000173,2025-07-19,Wrong Product,645.06
R000959,O0015063,C000952,2025-03-24,Customer Changed Mind,3378.6
R000960,O0012944,C000343,2022-02-16,Quality Issue,3517.43
R000961,O0013606,C001522,2026-02-04,Late Delivery,4335.51
R000962,O0017116,C004182,2025-04-26,Size Issue,8260.85
R000963,O0025185,C004736,2026-01-12,Wrong Product,1454.77
R000964,O0008382,C000218,2023-06-30,Size Issue,28510.37
R000965,O0005972,C000353,2025-05-08,Wrong Product,6526.69
R000966,O0011843,C001074,2022-12-19,Customer Changed Mind,12851.07
R000967,O0015062,C000031,2024-02-10,Damaged Product,6835.43
R000968,O0023052,C001843,2024-05-13,Wrong Product,9852.46
R000969,O0019927,C003290,2022-12-16,Damaged Product,208688.82
R000970,O0017925,C003911,2026-06-26,Wrong Product,436.32
R000971,O0022312,C003729,2025-11-16,Damaged Product,21280.29
R000972,O0013104,C002948,2023-06-24,Quality Issue,1888.46
R000973,O0011704,C003453,2025-02-28,Damaged Product,2721.45
R000974,O0023686,C003001,2024-01-14,Late Delivery,3112.88
R000975,O0019770,C000747,2025-10-17,Quality Issue,611.63
R000976,O0008135,C003667,2026-03-22,Quality Issue,7902.1
R000977,O0012737,C001427,2022-10-15,Quality Issue,8118.25
R000978,O0013342,C004048,2024-12-11,Customer Changed Mind,9782.7
R000979,O0015005,C002967,2025-06-04,Damaged Product,70236.97
R000980,O0017760,C003608,2022-08-29,Damaged Product,547.02
R000981,O0024849,C004405,2024-08-12,Size Issue,1237.31
R000982,O0019309,C002300,2026-03-14,Size Issue,14870.09
R000983,O0003670,C004747,2023-06-09,Damaged Product,185.28
R000984,O0020019,C002565,2026-03-18,Wrong Product,3453.57
R000985,O0002231,C000891,2023-02-11,Quality Issue,22888.58
R000986,O0019271,C002036,2024-02-19,Size Issue,37439.07
R000987,O0010349,C004108,2023-06-25,Size Issue,7633.73
R000988,O0020518,C003222,2026-02-15,Quality Issue,2973.08
R000989,O0020573,C002085,2022-06-18,Late Delivery,22780.72
R000990,O0012666,C000268,2026-07-30,Customer Changed Mind,21656.32
R000991,O0018781,C004180,2023-10-27,Customer Changed Mind,4712.5
R000992,O0008675,C004092,2023-02-02,Quality Issue,7714.42
R000993,O0008976,C002224,2024-05-13,Size Issue,5537.31
R000994,O0019317,C002225,2024-02-10,Wrong Product,90010.9
R000995,O0000004,C003364,2024-12-23,Customer Changed Mind,2436.2
R000996,O0016213,C004669,2022-06-18,Customer Changed Mind,1876.68
R000997,O0017999,C001431,2023-10-26,Wrong Product,853.59
R000998,O0014677,C003194,2024-05-12,Size Issue,5027.95
R000999,O0011376,C003987,2026-05-21,Damaged Product,1777.39
R001000,O0022970,C004443,2024-05-25,Damaged Product,9258.16
R001001,O0017728,C000442,2023-01-13,Wrong Product,41213.51
R001002,O0013385,C004998,2025-01-04,Late Delivery,24320.61
R001003,O0012276,C001748,2024-06-01,Customer Changed Mind,1047.27
R001004,O0006834,C004888,2026-04-22,Size Issue,7021.25
R001005,O0021724,C003222,2023-08-28,Quality Issue,13325.86
R001006,O0004623,C003972,2025-02-20,Late Delivery,1282.74
R001007,O0011422,C001067,2024-02-24,Late Delivery,5978.43
R001008,O0025786,C004596,2025-02-15,Late Delivery,1954.6
R001009,O0003688,C001980,2025-01-17,Damaged Product,2122.4
R001010,O0017256,C004332,2022-07-06,Late Delivery,928.57
R001011,O0006276,C000194,2023-10-11,Damaged Product,2403.67
R001012,O0014627,C001879,2025-06-04,Late Delivery,772.23
R001013,O0008187,C004092,2023-12-28,Wrong Product,1030.84
R001014,O0023547,C001842,2024-02-24,Customer Changed Mind,551.14
R001015,O0021246,C004076,2023-09-30,Wrong Product,3334.59
R001016,O0009062,C004914,2024-11-22,Damaged Product,34967.47
R001017,O0016677,C004881,2022-07-01,Quality Issue,4871.86
R001018,O0019768,C002982,2023-08-02,Customer Changed Mind,40286.93
R001019,O0008058,C001910,2025-09-02,Quality Issue,3326.68
R001020,O0024652,C000262,2025-01-06,Customer Changed Mind,2608.06
R001021,O0022764,C002253,2023-11-08,Size Issue,3284.0
R001022,O0007020,C001710,2026-02-14,Wrong Product,6045.82
R001023,O0022947,C004013,2025-10-20,Quality Issue,7223.88
R001024,O0023217,C001185,2025-08-27,Customer Changed Mind,6916.56
R001025,O0003329,C000536,2024-03-18,Late Delivery,891.05
R001026,O0004363,C000781,2026-04-16,Quality Issue,5021.66
R001027,O0010701,C000031,2025-08-22,Late Delivery,11331.18
R001028,O0015821,C003905,2026-01-03,Late Delivery,961.7
R001029,O0004554,C000630,2025-02-17,Wrong Product,7777.63
R001030,O0002421,C002574,2023-05-15,Wrong Product,4531.9
R001031,O0008287,C005004,2022-07-28,Late Delivery,1714.17
R001032,O0025492,C004920,2025-02-05,Quality Issue,10281.03
R001033,O0009436,C002299,2024-10-13,Late Delivery,3922.37
R001034,O0025939,C004872,2024-03-29,Quality Issue,495.09
R001035,O0002975,C002270,2025-02-03,Late Delivery,345.98
R001036,O0007045,C000460,2025-08-29,Customer Changed Mind,7703.1
R001037,O0005802,C000182,2023-09-04,Quality Issue,3917.59
R001038,O0014060,C000883,2023-01-01,Customer Changed Mind,22937.68
R001039,O0007540,C002721,2022-04-04,Damaged Product,2208.75
R001040,O0023114,C003466,2023-03-12,Wrong Product,6300.23
R001041,O0003975,C001924,2025-01-05,Quality Issue,4713.43
R001042,O0016903,C002778,2025-11-10,Quality Issue,2848.99
R001043,O0024529,C000959,2025-04-29,Size Issue,1515.84
R001044,O0000560,C004084,2024-02-09,Size Issue,5638.54
R001045,O0015182,C004092,2025-05-20,Damaged Product,802.34
R001046,O0021777,C002689,2025-10-05,Customer Changed Mind,316.06
R001047,O0016437,C004384,2023-06-27,Damaged Product,194554.56
R001048,O0014444,C001030,2023-01-09,Size Issue,12735.47
R001049,O0023376,C003800,2022-05-08,Wrong Product,1297.78
R001050,O0006056,C004305,2025-01-10,Customer Changed Mind,2397.18
R001051,O0018859,C003729,2022-09-04,Wrong Product,98729.82
R001052,O0016782,C004108,2024-11-22,Late Delivery,4218.97
R001053,O0013694,C001030,2024-03-27,Late Delivery,387.22
R001054,O0010128,C000882,2026-08-17,Quality Issue,18238.33
R001055,O0007940,C002295,2024-09-12,Damaged Product,2506.38
R001056,O0002534,C000543,2025-07-21,Customer Changed Mind,67918.59
R001057,O0004912,C002726,2026-03-27,Damaged Product,31913.13
R001058,O0022899,C000368,2023-06-12,Late Delivery,6176.62
R001059,O0004805,C000397,2024-05-29,Wrong Product,543.92
R001060,O0022612,C005092,2022-01-22,Quality Issue,14724.67
R001061,O0021070,C000529,2026-04-01,Late Delivery,10310.26
R001062,O0009364,C002622,2025-04-06,Quality Issue,121047.81
R001063,O0019516,C003773,2024-11-02,Customer Changed Mind,6581.43
R001064,O0000672,C002300,2025-01-19,Late Delivery,1079.48
R001065,O0025184,C002748,2023-10-21,Damaged Product,3273.35
R001066,O0008643,C000031,2026-09-12,Late Delivery,861.59
R001067,O0008219,C001316,2022-01-15,Damaged Product,1994.55
R001068,O0022700,C002869,2025-01-14,Late Delivery,7783.33
R001069,O0001326,C002812,2023-11-28,Damaged Product,214.05
R001070,O0009690,C000400,2023-08-26,Damaged Product,505.6
R001071,O0002038,C002753,2023-01-20,Late Delivery,212.54
R001072,O0017931,C004443,2022-06-17,Customer Changed Mind,3160.99
R001073,O0019460,C001068,2026-08-20,Wrong Product,9062.55
R001074,O0020476,C001331,2022-08-08,Quality Issue,8843.29
R001075,O0020564,C003795,2025-11-01,Size Issue,1554.86
R001076,O0025283,C004007,2022-10-13,Size Issue,482.21
R001077,O0020055,C000883,2023-11-19,Customer Changed Mind,2674.13
R001078,O0012997,C003861,2024-02-22,Wrong Product,5951.1
R001079,O0002632,C001331,2025-11-28,Damaged Product,9788.72
R001080,O0002517,C000106,2023-03-03,Wrong Product,6384.58
R001081,O0019482,C005087,2024-08-04,Wrong Product,346.05
R001082,O0002455,C001421,2022-03-14,Late Delivery,15368.0
R001083,O0009486,C002300,2025-01-02,Damaged Product,31674.77
R001084,O0005056,C002629,2025-05-03,Wrong Product,13488.9
R001085,O0009659,C002640,2022-02-06,Damaged Product,2428.77
R001086,O0015257,C003031,2023-01-07,Late Delivery,6033.89
R001087,O0016588,C002427,2022-11-01,Wrong Product,41339.48
R001088,O0012074,C003100,2025-11-23,Damaged Product,5371.19
R001089,O0015349,C001485,2024-08-14,Wrong Product,689.37
R001090,O0016709,C003191,2022-10-11,Customer Changed Mind,4103.89
R001091,O0004926,C001858,2026-06-16,Late Delivery,8179.13
R001092,O0008091,C003682,2026-03-29,Customer Changed Mind,1126.58
R001093,O0024280,C001094,2023-10-23,Wrong Product,13976.09
R001094,O0023950,C001344,2024-08-10,Quality Issue,1233.08
R001095,O0004522,C002967,2026-08-02,Late Delivery,30870.51
R001096,O0015150,C000902,2025-03-26,Late Delivery,1408.86
R001097,O0001465,C002088,2024-01-25,Wrong Product,217.64
R001098,O0011631,C002372,2024-04-10,Damaged Product,987.09
R001099,O0005010,C000031,2024-03-21,Late Delivery,610.94
R001100,O0009663,C000095,2023-04-18,Late Delivery,1087.24
R001101,O0015635,C002203,2022-11-12,Quality Issue,1840.37
R001102,O0023178,C000490,2023-11-09,Damaged Product,17644.4
R001103,O0022658,C005053,2025-04-13,Wrong Product,28389.39
R001104,O0012144,C004454,2023-07-06,Late Delivery,2346.94
R001105,O0011869,C001942,2026-06-23,Size Issue,1019.58
R001106,O0009351,C001158,2022-05-14,Customer Changed Mind,1292.13
R001107,O0001364,C000187,2023-03-26,Quality Issue,8529.47
R001108,O0019856,C000249,2023-08-24,Late Delivery,1363.11
R001109,O0015052,C002269,2026-05-07,Customer Changed Mind,9050.26
R001110,O0017835,C001263,2023-06-02,Customer Changed Mind,955.37
R001111,O0012255,C001663,2025-09-27,Customer Changed Mind,6351.92
R001112,O0019880,C003809,2022-05-01,Late Delivery,651.94
R001113,O0015016,C005131,2026-01-14,Wrong Product,1035.09
R001114,O0022714,C002414,2022-09-24,Wrong Product,1065.33
R001115,O0017549,C001326,2025-04-16,Customer Changed Mind,347.84
R001116,O0014873,C001293,2023-09-12,Damaged Product,10777.38
R001117,O0002604,C004180,2022-09-23,Damaged Product,27741.15
R001118,O0009539,C001600,2026-02-04,Late Delivery,1721.92
R001119,O0015232,C005187,2024-12-06,Wrong Product,10763.05
R001120,O0005023,C001705,2026-01-04,Quality Issue,1209.22
R001121,O0001164,C002454,2026-04-13,Customer Changed Mind,1891.28
R001122,O0014386,C004611,2022-06-12,Wrong Product,7247.98
R001123,O0024979,C002161,2025-06-24,Late Delivery,2314.84
R001124,O0015542,C001322,2026-05-01,Damaged Product,1456.72
R001125,O0023088,C002763,2023-01-11,Size Issue,2371.18
R001126,O0010749,C000981,2025-06-03,Customer Changed Mind,7773.13
R001127,O0013085,C000427,2026-03-18,Customer Changed Mind,3659.48
R001128,O0003860,C000442,2022-11-19,Quality Issue,14397.39
R001129,O0012863,C002300,2024-06-21,Late Delivery,838.53
R001130,O0003598,C003787,2025-10-04,Wrong Product,1222.29
R001131,O0024625,C001821,2022-10-23,Damaged Product,4988.62
R001132,O0019801,C003911,2022-11-16,Quality Issue,12968.87
R001133,O0006995,C003410,2025-10-08,Late Delivery,776.2
R001134,O0016540,C002732,2022-06-15,Late Delivery,2107.41
R001135,O0004660,C002013,2022-08-11,Quality Issue,3155.39
R001136,O0017811,C002372,2024-09-08,Late Delivery,9467.77
R001137,O0009007,C000633,2024-01-04,Wrong Product,2522.42
R001138,O0010300,C000141,2022-06-29,Size Issue,7205.04
R001139,O0012869,C002570,2024-05-05,Damaged Product,17843.72
R001140,O0015274,C003285,2026-06-06,Late Delivery,49286.73
R001141,O0000515,C001840,2025-12-30,Wrong Product,8840.49
R001142,O0018558,C003582,2024-10-28,Damaged Product,472.01
R001143,O0010680,C000031,2022-02-14,Customer Changed Mind,3100.9
R001144,O0002611,C002657,2023-08-14,Late Delivery,14848.55
R001145,O0025886,C002792,2023-12-23,Damaged Product,1184.53
R001146,O0011722,C001549,2025-10-02,Wrong Product,682.77
R001147,O0014266,C002015,2022-10-15,Customer Changed Mind,43731.4
R001148,O0012056,C001993,2024-02-27,Damaged Product,1070.81
R001149,O0009235,C004443,2026-06-22,Quality Issue,28605.02
R001150,O0014640,C003290,2025-05-14,Damaged Product,207341.22
R001151,O0008020,C001236,2024-05-15,Size Issue,6963.15
R001152,O0015758,C004811,2022-02-14,Customer Changed Mind,4079.75
R001153,O0007473,C000618,2025-02-26,Quality Issue,3092.62
R001154,O0021907,C000031,2022-10-18,Size Issue,3758.33
R001155,O0007974,C001298,2025-04-19,Late Delivery,11990.83
R001156,O0002276,C003945,2022-01-16,Quality Issue,767.21
R001157,O0022889,C000809,2025-02-25,Wrong Product,5864.29
R001158,O0000631,C003191,2024-12-09,Damaged Product,63436.32
R001159,O0012614,C000361,2026-04-15,Late Delivery,911.67
R001160,O0001616,C002553,2024-04-05,Size Issue,2031.04
R001161,O0022116,C003459,2022-07-08,Quality Issue,4838.36
R001162,O0014721,C000418,2026-05-13,Customer Changed Mind,53344.9
R001163,O0007629,C001381,2024-03-28,Customer Changed Mind,9351.35
R001164,O0013428,C005038,2024-08-27,Damaged Product,14280.42
R001165,O0020844,C000031,2024-07-28,Wrong Product,10175.2
R001166,O0018038,C004084,2025-08-05,Customer Changed Mind,539.08
R001167,O0003824,C003084,2026-08-03,Quality Issue,2466.78
R001168,O0000568,C000814,2025-06-01,Quality Issue,82026.11
R001169,O0018673,C000232,2024-07-10,Wrong Product,9999.96
R001170,O0016775,C000218,2022-08-27,Customer Changed Mind,2397.36
R001171,O0002567,C003030,2025-02-08,Late Delivery,5229.54
R001172,O0023947,C002220,2025-10-16,Quality Issue,1869.36
R001173,O0007434,C001021,2023-01-01,Damaged Product,39394.95
R001174,O0003599,C001286,2025-12-03,Late Delivery,41995.99
R001175,O0010245,C003793,2023-01-11,Late Delivery,23033.61
R001176,O0016218,C003317,2023-03-15,Quality Issue,27769.32
R001177,O0020921,C003023,2026-04-02,Size Issue,29749.89
R001178,O0016210,C001428,2025-11-09,Quality Issue,197.06
R001179,O0015558,C001580,2025-11-27,Size Issue,99131.16
R001180,O0009986,C002363,2025-05-23,Damaged Product,27472.96
R001181,O0006578,C003021,2026-05-19,Late Delivery,11984.8
R001182,O0000403,C004275,2024-07-15,Customer Changed Mind,22778.47
R001183,O0017137,C002123,2022-05-20,Late Delivery,311.39
R001184,O0025479,C002769,2026-08-29,Damaged Product,6827.26
R001185,O0025543,C001789,2022-07-04,Wrong Product,25069.16
R001186,O0010818,C004779,2023-06-19,Late Delivery,1637.23
R001187,O0009833,C002914,2024-06-08,Late Delivery,669.36
R001188,O0025098,C002144,2026-03-17,Size Issue,636.69
R001189,O0010054,C000624,2026-06-24,Wrong Product,4705.76
R001190,O0004923,C003577,2022-08-03,Late Delivery,26292.31
R001191,O0016196,C003120,2023-04-06,Quality Issue,326.26
R001192,O0019493,C001100,2022-02-22,Late Delivery,5105.97
R001193,O0003866,C000006,2025-08-19,Customer Changed Mind,3516.04
R001194,O0019668,C002224,2023-07-19,Quality Issue,3522.58
R001195,O0024009,C000633,2023-12-16,Wrong Product,107940.2
R001196,O0021694,C002967,2023-08-27,Wrong Product,43713.59
R001197,O0017656,C000987,2025-04-21,Size Issue,1268.44
R001198,O0011036,C002300,2023-11-08,Size Issue,1956.71
R001199,O0018075,C004250,2023-11-03,Wrong Product,19666.75
R001200,O0019323,C004752,2023-07-15,Damaged Product,1788.9
R001201,O0009292,C001371,2024-07-24,Quality Issue,19440.33
R001202,O0022466,C004345,2024-06-19,Wrong Product,6427.05
R001203,O0002788,C004888,2025-10-06,Damaged Product,19474.71
R001204,O0018929,C001306,2024-10-07,Quality Issue,909.99
R001205,O0004482,C001447,2023-07-20,Customer Changed Mind,9202.47
R001206,O0010213,C004641,2026-09-16,Customer Changed Mind,6270.89
R001207,O0010401,C002966,2026-01-16,Customer Changed Mind,3138.22
R001208,O0022676,C000536,2025-07-14,Wrong Product,477.86
R001209,O0024951,C001326,2026-02-24,Quality Issue,129006.13
R001210,O0001210,C000062,2022-06-30,Customer Changed Mind,10186.85
R001211,O0000350,C004945,2026-05-06,Quality Issue,1030.49
R001212,O0005408,C002341,2022-01-06,Wrong Product,1963.63
R001213,O0010638,C004453,2023-11-19,Late Delivery,19112.9
R001214,O0013676,C004845,2022-08-22,Damaged Product,7790.11
R001215,O0019571,C002769,2026-06-01,Size Issue,22051.18
R001216,O0003411,C003621,2023-11-30,Damaged Product,4559.35
R001217,O0020269,C000773,2022-11-10,Customer Changed Mind,13603.95
R001218,O0019298,C003220,2025-02-21,Customer Changed Mind,85525.84
R001219,O0017457,C000574,2026-01-02,Wrong Product,230.5
R001220,O0013980,C000851,2025-08-31,Late Delivery,22809.06
R001221,O0015837,C000218,2026-04-24,Quality Issue,12113.71
R001222,O0012257,C002066,2026-01-20,Damaged Product,504.65
R001223,O0025651,C004896,2024-01-16,Quality Issue,2899.54
R001224,O0022281,C003831,2025-04-08,Quality Issue,2051.78
R001225,O0023998,C000958,2023-01-26,Wrong Product,2355.91
R001226,O0014874,C004672,2024-09-20,Damaged Product,1028.94
R001227,O0000820,C004636,2023-03-07,Quality Issue,9369.2
R001228,O0016511,C004614,2023-06-26,Quality Issue,2208.15
R001229,O0006509,C000032,2023-09-23,Customer Changed Mind,2279.35
R001230,O0017889,C001581,2023-06-29,Size Issue,1701.14
R001231,O0003244,C004726,2025-09-24,Size Issue,3107.13
R001232,O0002164,C004059,2024-04-16,Damaged Product,23677.92
R001233,O0017658,C002507,2022-12-14,Late Delivery,2749.54
R001234,O0005544,C002161,2026-02-28,Late Delivery,1617.37
R001235,O0023832,C002594,2024-11-03,Damaged Product,3910.66
R001236,O0016685,C001030,2024-01-20,Wrong Product,10794.82
R001237,O0002963,C003106,2025-08-19,Customer Changed Mind,11496.64
R001238,O0001276,C002615,2026-07-25,Damaged Product,2636.07
R001239,O0002515,C002703,2024-05-07,Damaged Product,12996.13
R001240,O0007889,C004888,2023-02-14,Customer Changed Mind,5301.03
R001241,O0020381,C001500,2022-09-17,Wrong Product,11785.11
R001242,O0012685,C000527,2025-12-22,Size Issue,813.17
R001243,O0016124,C002149,2022-07-25,Wrong Product,3711.16
R001244,O0000546,C004497,2024-10-06,Late Delivery,42055.17
R001245,O0019444,C004035,2026-07-15,Late Delivery,7374.32
R001246,O0022565,C000568,2023-08-19,Late Delivery,3280.7
R001247,O0019590,C000442,2023-08-28,Late Delivery,2818.52
R001248,O0007662,C002568,2024-01-15,Damaged Product,3773.27
R001249,O0021374,C001646,2024-07-07,Damaged Product,1445.07
R001250,O0018701,C004274,2025-07-18,Customer Changed Mind,11495.8
R001251,O0020587,C001146,2024-04-24,Size Issue,4363.5
R001252,O0003022,C003382,2022-03-03,Damaged Product,19906.29
R001253,O0004872,C001183,2026-06-15,Size Issue,1545.73
R001254,O0009688,C002017,2025-07-31,Damaged Product,5414.93
R001255,O0012751,C001741,2023-02-13,Late Delivery,11532.95
R001256,O0025255,C004514,2022-02-21,Wrong Product,8652.15
R001257,O0004405,C004648,2022-12-11,Late Delivery,13054.99
R001258,O0023736,C002406,2025-08-30,Customer Changed Mind,6827.24
R001259,O0016073,C002451,2022-11-06,Customer Changed Mind,14907.42
R001260,O0024723,C002179,2023-05-31,Quality Issue,39994.56
R001261,O0008632,C002175,2022-04-27,Quality Issue,5733.35
R001262,O0008389,C002300,2023-10-28,Damaged Product,11380.44
R001263,O0013167,C004206,2022-07-24,Quality Issue,19743.12
R001264,O0002464,C002727,2023-03-06,Wrong Product,1728.29
R001265,O0015203,C002550,2024-11-29,Customer Changed Mind,9028.02
R001266,O0000138,C003808,2024-03-11,Customer Changed Mind,3017.35
R001267,O0010074,C002581,2025-05-31,Late Delivery,7830.71
R001268,O0007525,C002884,2023-11-14,Damaged Product,805.81
R001269,O0004748,C003039,2023-03-23,Customer Changed Mind,2340.53
R001270,O0013624,C002806,2025-03-05,Wrong Product,4412.2
R001271,O0003160,C002454,2024-02-25,Late Delivery,3373.93
R001272,O0000642,C004611,2022-12-01,Customer Changed Mind,2293.32
R001273,O0014699,C004627,2026-08-16,Customer Changed Mind,19814.66
R001274,O0002225,C004660,2022-08-27,Quality Issue,2439.43
R001275,O0015233,C002186,2023-03-28,Late Delivery,343.26
R001276,O0003120,C002699,2024-07-15,Damaged Product,1495.82
R001277,O0020010,C000427,2025-09-06,Size Issue,1157.2
R001278,O0025809,C000202,2023-07-08,Damaged Product,9351.17
R001279,O0005428,C002528,2025-10-06,Damaged Product,3723.22
R001280,O0017087,C004317,2024-12-03,Damaged Product,1452.36
R001281,O0005580,C002967,2024-09-29,Customer Changed Mind,476.59
R001282,O0002623,C004261,2022-02-20,Damaged Product,9991.74
R001283,O0024163,C002300,2026-07-24,Quality Issue,19228.33
R001284,O0006039,C004180,2024-03-13,Wrong Product,4928.24
R001285,O0008517,C003573,2024-02-03,Wrong Product,14161.82
R001286,O0020999,C000912,2026-01-19,Late Delivery,3488.22
R001287,O0006172,C003091,2026-01-15,Late Delivery,250.01
R001288,O0022284,C001883,2023-02-22,Quality Issue,535.21
R001289,O0022368,C004053,2026-01-07,Damaged Product,3852.78
R001290,O0002491,C003490,2025-11-02,Late Delivery,927.41
R001291,O0017607,C003606,2025-07-30,Customer Changed Mind,2975.01
R001292,O0008498,C004696,2026-02-20,Size Issue,570.01
R001293,O0019351,C003583,2025-04-09,Wrong Product,2369.72
R001294,O0018354,C000916,2023-10-02,Size Issue,2151.24
R001295,O0022948,C000697,2026-06-05,Late Delivery,7897.71
R001296,O0024165,C004945,2024-02-16,Wrong Product,3060.96
R001297,O0016942,C000071,2024-03-18,Customer Changed Mind,3813.58
R001298,O0008477,C001919,2022-06-07,Damaged Product,8288.81
R001299,O0016966,C003167,2025-03-18,Wrong Product,2551.94
R001300,O0010446,C002418,2024-04-10,Size Issue,1902.98
R001301,O0008144,C001273,2022-04-04,Size Issue,3020.36
