order_id,product_id,quantity,unit_price,discount,line_revenue,cost
O0015312,P00395,3,1538.36,918.71,3696.37,3356.73
O0015313,P00418,3,2444.95,2293.13,7095.47,4322.19
O0015314,P00255,1,2145.36,377.69,1767.67,1442.52
O0015314,P00364,1,3883.61,683.72,3199.89,2894.16
O0015315,P00224,3,162.47,51.56,435.85,303.15
O0015315,P00387,3,2023.97,642.29,5429.62,4132.47
O0015315,P00522,2,1719.6,363.8,3075.4,2105.44
O0015316,P00261,3,7124.26,548.48,26808.68,13800.48
O0015317,P00162,1,7637.34,979.65,6657.69,5197.69
O0015317,P00456,1,5418.19,695.0,4723.19,2817.53
O0015318,P00074,2,2211.57,190.56,4232.58,3345.28
O0015318,P00498,3,470.73,60.84,1351.35,1042.23
O0015319,P00154,1,5737.24,881.94,4855.3,3990.39
O0015319,P00209,3,9190.49,4238.34,23333.13,15454.53
O0015320,P00577,2,30439.56,6207.18,54671.94,34317.28
O0015321,P00259,1,272.24,47.17,301.3,149.11
O0015322,P00228,3,7171.38,3135.06,18379.08,12672.15
O0015323,P00046,1,307.51,8.29,385.32,168.32
O0015323,P00597,3,2476.03,200.3,9307.65,3815.49
O0015324,P00064,1,733.13,88.27,644.86,415.7
O0015324,P00035,2,550.79,132.63,968.95,627.06
O0015325,P00222,3,840.94,236.65,2992.56,1810.89
O0015325,P00075,1,719.16,67.46,853.07,503.36
O0015326,P00384,2,501.59,176.02,827.16,523.24
O0015327,P00262,1,368.54,38.98,432.75,271.4
O0015328,P00475,2,692.56,89.91,1683.05,669.14
O0015329,P00205,1,3297.48,185.78,3111.7,2452.31
O0015330,P00574,2,852.53,96.21,1608.85,1217.82
O0015330,P00034,2,1922.88,217.01,3628.75,2556.2
O0015331,P00139,1,860.21,32.69,827.52,614.76
O0015332,P00013,1,787.31,113.37,673.94,532.41
O0015332,P00281,1,71235.95,10257.77,60978.18,53089.05
O0015333,P00429,2,3415.44,511.19,6319.69,3406.08
O0015333,P00144,1,447.47,33.49,413.98,262.98
O0015334,P00048,1,236.2,14.46,287.87,144.18
O0015334,P00054,3,199.04,36.56,727.75,313.62
O0015334,P00022,2,608.04,74.47,1482.12,638.3
O0015335,P00333,1,2111.53,386.36,1725.17,1388.84
O0015335,P00334,1,717.53,131.29,586.24,386.87
O0015336,P00200,3,462.06,0.0,1386.18,762.6
O0015336,P00180,3,15835.87,0.0,47507.61,35076.39
O0015337,P00576,3,160.79,29.27,453.1,236.55
O0015338,P00495,3,417.45,210.8,1041.55,951.24
O0015338,P00144,3,447.47,225.96,1116.45,788.94
O0015338,P00169,3,3178.3,1604.99,7929.91,6645.12
O0015339,P00058,2,4086.4,2255.81,8205.38,5688.52
O0015340,P00531,2,2612.89,502.41,4723.37,3224.26
O0015341,P00260,2,1647.95,52.83,4165.92,1767.52
O0015341,P00502,2,217.94,6.99,550.94,308.34
O0015342,P00361,3,42735.58,20896.98,143207.64,72843.75
O0015343,P00434,2,990.12,513.76,1466.48,1319.6
O0015344,P00419,2,297.07,12.8,581.34,384.0
O0015345,P00059,3,230.4,39.98,651.22,372.84
O0015345,P00546,1,1504.22,87.0,1417.22,1075.62
O0015346,P00439,3,966.09,292.82,2605.45,1574.01
O0015346,P00324,1,915.92,92.54,823.38,508.16
O0015346,P00285,2,4000.97,808.46,7193.48,5132.88
O0015347,P00523,2,1154.41,419.49,1889.33,1333.88
O0015347,P00047,3,347.24,189.27,852.45,512.58
O0015348,P00155,2,1985.46,194.55,3776.37,2508.08
O0015349,P00046,3,307.51,67.71,854.82,504.96
O0015350,P00225,1,12544.31,1416.78,11127.53,7698.28
O0015350,P00579,2,565.12,127.65,1002.59,654.22
O0015350,P00146,3,9461.6,3205.84,25178.96,15336.0
O0015351,P00314,3,4335.8,1596.44,11410.96,8578.47
O0015352,P00556,2,1214.87,106.13,2323.61,1317.54
O0015353,P00481,2,6609.77,1270.48,11949.06,7833.68
O0015354,P00537,3,4736.01,1654.5,12553.53,7007.52
O0015355,P00180,3,15835.87,3046.16,44461.45,35076.39
O0015355,P00093,1,959.55,61.53,898.02,587.95
O0015356,P00403,2,327.95,162.68,493.22,398.84
O0015356,P00387,3,2023.97,1505.95,4565.96,4132.47
O0015356,P00438,1,190.8,47.32,143.48,112.24
O0015357,P00417,1,1996.16,0.0,1996.16,1026.91
O0015357,P00350,2,535.98,0.0,1071.96,798.24
O0015358,P00395,1,1538.36,196.95,1772.15,1118.91
O0015359,P00147,2,4041.11,1116.52,6965.7,5001.3
O0015359,P00196,2,351.7,97.17,606.23,457.56
O0015360,P00245,1,3043.07,0.0,3895.13,1557.71
O0015360,P00110,1,151.67,0.0,194.14,112.31
O0015361,P00338,2,2977.07,1080.47,4873.67,3111.48
O0015361,P00097,1,60925.13,11055.82,49869.31,44739.7
O0015362,P00302,3,813.15,143.69,2295.76,1723.11
O0015362,P00323,3,197.47,34.89,557.52,381.42
O0015362,P00357,1,481.88,28.38,453.5,341.96
O0015363,P00303,1,1366.77,331.28,1418.18,792.13
O0015364,P00101,1,327.78,60.37,267.41,217.94
O0015364,P00493,1,686.86,126.51,560.35,471.95
O0015365,P00560,2,167.12,33.1,301.14,220.36
O0015366,P00521,3,32141.29,9151.08,87272.79,59537.85
O0015367,P00385,3,8749.64,3408.09,22840.83,14294.49
O0015368,P00333,1,2111.53,337.7,2365.06,1388.84
O0015368,P00542,1,845.29,135.19,946.78,496.87
O0015369,P00149,3,9152.76,4936.38,30210.22,17690.46
O0015369,P00518,3,187.0,100.86,617.22,339.15
O0015370,P00005,2,2006.45,679.75,3333.15,2854.18
O0015371,P00283,1,281.22,21.78,259.44,183.05
O0015372,P00119,1,616.82,57.3,559.52,310.29
O0015372,P00310,1,2014.32,187.13,1827.19,1174.92
O0015372,P00577,3,30439.56,8483.68,82835.0,51475.92
O0015373,P00172,2,12069.24,4261.49,19876.99,13199.14
O0015374,P00199,2,365.99,105.23,626.75,355.7
O0015374,P00483,3,967.08,417.1,2484.14,1419.66
O0015375,P00358,2,423.04,29.18,816.9,534.1
O0015376,P00205,2,3297.48,135.34,6459.62,4904.62
O0015376,P00360,2,571.57,23.46,1119.68,807.14
O0015376,P00130,1,6725.4,138.02,6587.38,4605.64
O0015377,P00236,1,14601.37,542.69,18147.07,8856.08
O0015377,P00534,1,1757.99,65.34,2184.89,1083.72
O0015378,P00089,2,13333.49,2369.36,24297.62,19409.1
O0015378,P00455,2,469.38,83.41,855.35,655.96
O0015378,P00273,2,4282.77,761.05,7804.49,5922.74
O0015379,P00019,2,3110.9,849.44,7114.46,4710.68
O0015380,P00444,3,3777.5,1141.17,13364.43,5709.54
O0015381,P00088,1,181.42,3.55,177.87,96.38
O0015381,P00415,3,145.86,8.56,429.02,278.22
O0015382,P00039,2,966.99,262.67,1671.31,1384.38
O0015382,P00108,1,4153.71,564.15,3589.56,2028.89
O0015382,P00395,1,1538.36,208.94,1329.42,1118.91
O0015383,P00421,2,1586.91,871.22,2302.6,1526.36
O0015384,P00528,2,1007.74,170.88,2408.94,1421.6
O0015384,P00490,2,4426.39,750.57,10580.99,5409.58
O0015385,P00386,3,1158.96,802.56,3647.85,2041.17
O0015385,P00222,2,840.94,388.22,1764.58,1207.26
O0015385,P00161,1,11972.08,2763.48,12560.78,9020.29
O0015385,P00203,1,198.96,45.93,208.74,123.66
O0015386,P00507,1,817.55,147.63,669.92,441.18
O0015386,P00594,1,570.33,102.99,467.34,365.98
O0015387,P00155,1,1985.46,39.87,1945.59,1254.04
O0015388,P00518,1,187.0,53.25,186.11,113.05
O0015388,P00162,3,7637.34,6523.93,22803.46,15593.07
O0015388,P00312,3,205.38,175.44,613.22,437.16
O0015388,P00160,1,363.69,103.56,361.97,250.83
O0015389,P00186,3,742.48,364.15,2486.98,1643.34
O0015390,P00581,2,1152.59,255.83,2049.35,1134.98
O0015390,P00066,3,684.29,227.83,1825.04,1482.45
O0015391,P00321,3,24049.24,0.0,72147.72,44556.84
O0015391,P00487,1,408.3,0.0,408.3,256.06
O0015391,P00034,2,1922.88,0.0,3845.76,2556.2
O0015391,P00056,2,4546.34,0.0,9092.68,4817.44
O0015392,P00484,3,1471.11,810.74,4838.32,2657.58
O0015393,P00176,1,2533.09,601.32,2641.03,1792.07
O0015393,P00103,1,195.0,46.29,203.31,136.03
O0015394,P00334,3,717.53,591.24,2164.07,1160.61
O0015394,P00336,3,2488.04,2050.14,7503.93,4426.71
O0015395,P00444,2,3777.5,885.67,6669.33,3806.36
O0015395,P00297,1,56891.1,6669.35,50221.75,34665.63
O0015396,P00008,2,594.06,203.12,985.0,635.3
O0015396,P00386,3,1158.96,594.4,2882.48,2041.17
O0015397,P00353,1,36712.93,6143.0,30569.93,25989.54
O0015398,P00558,3,909.52,335.36,2393.2,1369.05
O0015399,P00543,3,443.5,284.29,1046.21,664.71
O0015399,P00468,2,7038.98,3008.05,11069.91,7971.6
O0015400,P00396,2,4068.64,105.98,10309.73,4000.66
O0015401,P00192,1,594.95,22.24,572.71,348.01
O0015402,P00108,2,4153.71,614.56,7692.86,4057.78
O0015403,P00547,2,234.46,50.57,418.35,252.76
O0015404,P00389,1,585.12,50.45,534.67,300.02
O0015404,P00423,2,1950.44,336.36,3564.52,2491.22
O0015405,P00417,2,1996.16,357.95,3634.37,2053.82
O0015406,P00181,2,4070.12,56.81,8083.43,4313.14
O0015406,P00214,2,142.01,1.98,282.04,142.2
O0015407,P00330,2,961.23,0.0,1922.46,1019.1
O0015407,P00517,1,11946.78,0.0,11946.78,7019.75
O0015407,P00111,2,187.9,0.0,375.8,260.06
O0015408,P00221,1,2378.04,634.81,1743.23,1651.76
O0015409,P00127,1,211.34,39.54,171.8,146.12
O0015409,P00097,3,60925.13,34199.78,148575.61,134219.1
O0015410,P00028,1,677.93,16.34,851.41,439.17
O0015410,P00388,1,9892.01,238.5,12423.28,6484.63
O0015410,P00114,3,718.81,51.99,2708.24,1188.42
O0015411,P00112,2,628.03,136.11,1119.95,827.48
O0015412,P00575,2,253.09,86.57,419.61,348.38
O0015413,P00079,2,123.63,40.78,206.48,126.2
O0015413,P00513,2,71376.29,23543.18,119209.4,83442.72
O0015414,P00311,3,280.75,82.75,759.5,445.53
O0015414,P00483,1,967.08,95.01,872.07,473.22
O0015415,P00269,1,658.95,7.47,651.48,381.47
O0015415,P00512,2,2332.66,52.9,4612.42,2427.96
O0015416,P00324,2,915.92,387.56,1444.28,1016.32
O0015417,P00520,1,606.95,83.87,523.08,297.8
O0015418,P00505,3,16961.72,4882.66,46002.5,27295.71
O0015419,P00118,1,261.1,36.06,225.04,127.2
O0015419,P00336,3,2488.04,1030.82,6433.3,4426.71
O0015420,P00552,1,801.47,130.36,671.11,424.89
O0015420,P00046,1,307.51,50.02,257.49,168.32
O0015420,P00301,1,517.75,84.21,433.54,313.32
O0015420,P00186,1,742.48,120.77,621.71,547.78
O0015421,P00165,3,4092.34,1630.94,10646.08,8227.11
O0015421,P00582,3,774.55,308.69,2014.96,1467.69
O0015422,P00522,2,1719.6,524.77,3877.41,2105.44
O0015423,P00229,2,1490.22,681.46,3133.51,2048.72
O0015424,P00477,3,794.43,120.12,2930.49,1527.51
O0015424,P00057,2,7252.41,731.08,17835.09,10107.34
O0015425,P00504,3,289.9,218.15,895.06,469.41
O0015426,P00385,1,8749.64,1045.29,7704.35,4764.83
O0015426,P00435,2,3333.91,796.58,5871.24,3967.6
O0015426,P00312,3,205.38,73.61,542.53,437.16
O0015426,P00101,3,327.78,117.48,865.86,653.82
O0015427,P00365,1,4868.61,415.49,4453.12,2854.64
O0015428,P00455,1,469.38,35.47,433.91,327.98
O0015429,P00247,2,154.32,43.18,265.46,196.3
O0015429,P00121,2,5610.52,1569.94,9651.1,6115.16
O0015430,P00376,1,4636.57,233.34,4403.23,2464.65
O0015431,P00195,2,2602.07,372.83,4831.31,3138.9
O0015431,P00218,3,7757.52,1667.28,21605.28,11501.04
O0015431,P00314,1,4335.8,310.62,4025.18,2859.49
O0015432,P00353,3,36712.93,3311.91,106826.88,77968.62
O0015432,P00437,3,647.42,58.4,1883.86,1202.82
O0015432,P00111,2,187.9,11.3,364.5,260.06
O0015432,P00471,3,282.58,25.49,822.25,434.94
O0015433,P00159,3,518.09,229.31,1324.96,970.23
O0015433,P00133,3,1401.66,620.38,3584.6,2823.75
O0015434,P00443,3,395.01,168.75,1016.28,825.03
O0015434,P00232,2,2812.02,800.86,4823.18,3965.42
O0015434,P00073,1,32534.31,4632.86,27901.45,18847.95
O0015435,P00141,3,6292.78,3243.46,20920.82,13254.84
O0015436,P00087,1,304.49,20.09,284.4,194.45
O0015437,P00387,2,2023.97,542.5,3505.44,2754.98
O0015438,P00567,2,429.21,122.83,735.59,486.02
O0015439,P00438,3,190.8,28.44,543.96,336.72
O0015440,P00491,2,1091.13,161.15,2021.11,1356.78
O0015441,P00086,3,209.85,232.59,573.23,303.81
O0015442,P00326,3,336.02,110.82,897.24,596.07
O0015442,P00470,2,800.15,175.92,1424.38,1214.92
O0015442,P00471,3,282.58,93.19,754.55,434.94
O0015443,P00135,3,1534.16,0.0,4602.48,2628.12
O0015444,P00547,3,234.46,200.11,503.27,379.14
O0015445,P00196,3,351.7,158.01,897.09,686.34
O0015445,P00418,1,2444.95,366.16,2078.79,1440.73
O0015445,P00285,2,4000.97,1198.39,6803.55,5132.88
O0015446,P00594,3,570.33,295.78,1415.21,1097.94
O0015447,P00314,1,4335.8,212.18,4123.62,2859.49
O0015448,P00076,2,2261.28,395.07,5393.8,2191.68
O0015449,P00595,3,1215.0,410.73,3234.27,2543.01
O0015449,P00504,1,289.9,32.67,257.23,156.47
O0015450,P00397,2,7832.61,2259.15,13406.07,10652.32
O0015451,P00494,1,266.11,75.3,265.32,159.65
O0015452,P00064,2,733.13,10.46,1455.8,831.4
O0015452,P00337,3,19533.4,417.89,58182.31,34244.7
O0015453,P00458,3,8054.25,3375.77,20786.98,16340.25
O0015453,P00059,1,230.4,32.19,198.21,124.28
O0015454,P00204,3,5113.74,3233.75,16403.01,7782.57
O0015454,P00159,2,518.09,218.41,1107.9,646.82
O0015455,P00112,2,628.03,193.95,1413.81,827.48
O0015456,P00026,1,651.57,0.0,651.57,484.63
O0015457,P00245,1,3043.07,218.52,3676.61,1557.71
O0015458,P00579,3,565.12,328.39,1366.97,981.33
O0015459,P00362,2,544.02,37.12,1050.92,646.8
O0015460,P00047,2,347.24,6.44,882.49,341.72
O0015461,P00164,2,2427.26,422.45,5791.34,2410.44
O0015462,P00401,3,11237.44,10881.88,32269.89,19289.94
O0015463,P00162,3,7637.34,810.39,28516.99,15593.07
O0015463,P00238,3,61.66,6.54,230.23,122.37
O0015464,P00207,2,711.06,215.37,1206.75,892.44
O0015465,P00059,3,230.4,160.56,724.17,372.84
O0015466,P00053,1,3045.85,582.69,2463.16,2092.48
O0015467,P00126,3,1240.94,395.15,3327.67,2303.91
O0015467,P00585,2,34140.13,7247.48,61032.78,33094.9
O0015467,P00279,2,1662.74,352.98,2972.5,2194.06
O0015468,P00600,2,2827.62,133.96,5521.28,3763.6
O0015468,P00494,1,266.11,6.3,259.81,159.65
O0015469,P00285,1,4000.97,534.9,3466.07,2566.44
O0015470,P00133,3,1401.66,518.18,3686.8,2823.75
O0015471,P00295,1,184.52,11.84,172.68,122.58
O0015472,P00267,1,645.76,113.77,531.99,373.92
O0015472,P00549,1,975.59,171.88,803.71,481.26
O0015473,P00593,3,15717.98,8533.34,38620.6,30147.96
O0015473,P00397,2,7832.61,2834.9,12830.32,10652.32
O0015474,P00364,1,3883.61,216.97,3666.64,2894.16
O0015474,P00149,1,9152.76,511.34,8641.42,5896.82
O0015475,P00149,3,9152.76,4956.48,22501.8,17690.46
O0015476,P00402,3,418.67,114.88,1141.13,765.69
O0015477,P00252,1,1562.49,31.39,1531.1,909.86
O0015477,P00466,3,732.93,44.17,2154.62,1570.26
O0015478,P00430,3,1484.16,655.72,3796.76,2706.03
O0015478,P00428,2,331.9,97.76,566.04,466.9
O0015478,P00547,2,234.46,69.06,399.86,252.76
O0015479,P00049,1,6678.16,561.5,6116.66,4266.8
O0015479,P00110,3,151.67,38.26,416.75,336.93
O0015479,P00232,3,2812.02,709.31,7726.75,5948.13
O0015480,P00224,3,162.47,60.69,426.72,303.15
O0015481,P00539,1,2133.53,364.42,1769.11,1536.37
O0015481,P00445,3,580.2,297.3,1443.3,1143.69
O0015481,P00064,1,733.13,125.22,607.91,415.7
O0015482,P00171,1,889.11,80.85,808.26,528.0
O0015482,P00086,1,209.85,19.08,190.77,101.27
O0015483,P00421,3,1586.91,1264.26,4829.48,2289.54
O0015483,P00496,3,3143.54,2504.39,9566.81,4694.19
O0015483,P00181,1,4070.12,1080.86,4128.9,2156.57
O0015484,P00123,2,227.67,34.49,420.85,229.22
O0015485,P00534,2,1757.99,467.89,3048.09,2167.44
O0015486,P00371,1,3124.77,267.56,2857.21,2360.59
O0015487,P00263,1,678.48,1.98,866.48,455.12
O0015488,P00006,2,169.16,32.33,305.99,183.84
O0015488,P00568,3,571.32,163.76,1550.2,925.11
O0015489,P00365,3,4868.61,3131.79,11474.04,8563.92
O0015490,P00089,1,13333.49,2423.73,10909.76,9704.55
O0015490,P00292,1,282.48,51.35,231.13,213.88
O0015491,P00084,1,6086.74,248.4,7542.63,3768.7
O0015491,P00096,3,866.54,106.09,3221.42,1947.09
O0015492,P00115,2,200.27,109.56,403.13,198.4
O0015492,P00188,3,2442.82,2004.52,7375.91,4136.85
O0015493,P00576,1,160.79,36.4,124.39,78.85
O0015493,P00541,3,3356.24,2279.47,7789.25,7527.6
O0015494,P00449,2,6329.61,1987.4,10671.82,7117.42
O0015495,P00435,3,3333.91,1367.07,11435.14,5951.4
O0015496,P00124,2,466.12,154.44,777.8,652.5
O0015496,P00166,1,274.45,45.47,228.98,177.0
O0015497,P00237,2,637.95,259.32,1016.58,632.32
O0015497,P00407,2,1622.94,659.71,2586.17,1585.92
O0015498,P00142,2,89.57,8.87,170.27,94.2
O0015499,P00499,2,3535.51,906.99,8143.92,4336.4
O0015500,P00233,1,71231.34,15812.97,55418.37,38907.19
O0015501,P00248,3,1476.35,651.35,3777.7,2240.4
O0015501,P00131,1,242.95,35.73,207.22,173.92
O0015502,P00417,2,1996.16,963.31,3029.01,2053.82
O0015503,P00268,2,4750.45,35.85,12125.3,4603.28
O0015503,P00431,2,230.47,1.74,588.26,258.74
O0015504,P00129,1,4053.62,934.85,3118.77,2696.61
O0015504,P00063,2,416.2,191.97,640.43,514.44
O0015505,P00074,2,2211.57,779.59,3643.55,3345.28
O0015505,P00249,3,13490.93,7133.44,33339.35,19589.07
O0015505,P00267,3,645.76,341.45,1595.83,1121.76
O0015505,P00111,3,187.9,99.35,464.35,390.09
O0015506,P00220,1,802.04,114.67,911.94,511.49
O0015507,P00388,2,9892.01,2944.45,16839.57,12969.26
O0015508,P00006,3,169.16,0.0,507.48,275.76
O0015508,P00345,3,15784.96,0.0,47354.88,23656.14
O0015509,P00560,1,167.12,43.65,123.47,110.18
O0015510,P00296,2,1290.15,607.8,1972.5,1645.6
O0015511,P00136,1,4211.94,359.95,5031.33,2326.98
O0015511,P00359,1,878.96,75.12,1049.95,489.25
O0015511,P00487,1,408.3,34.89,487.73,256.06
O0015512,P00417,3,1996.16,1131.05,6534.21,3080.73
O0015513,P00522,3,1719.6,861.7,5741.56,3158.16
O0015514,P00494,1,266.11,28.53,237.58,159.65
O0015514,P00227,1,391.66,41.99,349.67,219.2
O0015514,P00140,3,2422.91,779.24,6489.49,5030.76
O0015514,P00486,3,536.21,172.45,1436.18,1156.02
O0015515,P00506,1,2702.38,279.64,2422.74,1475.35
O0015515,P00002,1,1129.53,116.88,1012.65,792.19
O0015516,P00126,1,1240.94,279.09,961.85,767.97
O0015517,P00198,3,444.29,232.09,1100.78,910.11
O0015518,P00359,3,878.96,292.77,2344.11,1467.75
O0015518,P00384,3,501.59,167.08,1337.69,784.86
O0015519,P00393,1,9061.45,1246.1,7815.35,6168.48
O0015520,P00277,3,322.08,95.82,870.42,612.66
O0015521,P00542,2,845.29,272.6,1417.98,993.74
O0015522,P00538,3,533.84,0.0,1601.52,1119.6
O0015523,P00012,1,979.63,300.17,679.46,661.13
O0015523,P00086,1,209.85,64.3,145.55,101.27
O0015524,P00450,1,3338.26,271.07,4001.9,2423.01
O0015525,P00466,3,732.93,0.0,2198.79,1570.26
O0015526,P00313,2,14752.3,3460.0,26044.6,20494.66
O0015527,P00466,3,732.93,373.8,1824.99,1570.26
O0015528,P00256,3,1628.36,488.34,5764.56,3651.18
O0015528,P00084,2,6086.74,1216.93,14365.12,7537.4
O0015528,P00569,1,22762.79,2275.5,26860.87,17186.9
O0015528,P00476,1,510.84,51.07,602.81,358.66
O0015529,P00456,2,5418.19,1309.28,12561.29,5635.06
O0015529,P00065,1,81880.75,9893.04,94914.32,51980.88
O0015529,P00419,3,297.07,107.68,1033.07,576.0
O0015529,P00432,1,511.35,61.78,592.75,252.47
O0015530,P00315,3,276.47,94.89,734.52,536.34
O0015531,P00548,1,3354.03,389.91,2964.12,1744.39
O0015531,P00455,2,469.38,109.13,829.63,655.96
O0015532,P00264,1,1272.56,107.4,1165.16,768.31
O0015533,P00285,1,4000.97,290.01,3710.96,2566.44
O0015533,P00569,3,22762.79,4949.85,63338.52,51560.7
O0015533,P00247,3,154.32,33.56,429.4,294.45
O0015534,P00448,1,466.32,30.78,435.54,301.9
O0015534,P00051,3,2318.96,459.27,6497.61,3916.56
O0015534,P00050,3,446.69,88.47,1251.6,963.42
O0015535,P00366,2,848.44,150.99,1545.89,937.4
O0015536,P00321,2,24049.24,8279.76,53286.29,29704.56
O0015537,P00065,3,81880.75,18420.32,227221.93,155942.64
O0015537,P00201,2,17261.31,2588.8,31933.82,21575.66
O0015538,P00003,1,314.69,87.19,227.5,208.57
O0015538,P00034,1,1922.88,532.76,1390.12,1278.1
O0015539,P00181,1,4070.12,280.45,3789.67,2156.57
O0015540,P00294,3,1393.85,418.2,4934.18,2952.96
O0015540,P00280,2,395.27,79.06,932.83,556.28
O0015540,P00557,1,3912.61,391.3,4616.84,2101.13
O0015540,P00134,3,270.56,81.18,957.77,542.1
O0015541,P00515,3,3470.15,331.07,10079.38,6952.89
O0015542,P00075,3,719.16,89.02,2068.46,1510.08
O0015543,P00534,3,1757.99,757.37,4516.6,3251.16
O0015543,P00088,1,181.42,26.05,155.37,96.38
O0015544,P00434,2,990.12,108.98,1871.26,1319.6
O0015544,P00503,3,121.12,20.0,343.36,193.29
O0015545,P00382,1,246.37,19.58,226.79,149.22
O0015546,P00566,1,783.14,153.79,848.63,391.89
O0015547,P00598,1,61.75,8.72,53.03,44.97
O0015548,P00495,3,417.45,101.24,1151.11,951.24
O0015549,P00059,1,230.4,46.17,184.23,124.28
O0015549,P00566,2,783.14,313.89,1252.39,783.78
O0015549,P00086,2,209.85,84.11,335.59,202.54
O0015550,P00234,1,4262.75,280.16,3982.59,2106.78
O0015550,P00519,3,128.6,25.36,360.44,248.67
O0015551,P00598,1,61.75,12.24,66.8,44.97
O0015552,P00434,2,990.12,244.0,1736.24,1319.6
O0015552,P00431,2,230.47,56.8,404.14,258.74
O0015553,P00546,2,1504.22,110.25,2898.19,2151.24
O0015554,P00130,2,6725.4,554.39,16662.64,9211.28
O0015555,P00108,1,4153.71,482.48,3671.23,2028.89
O0015555,P00085,2,479.05,111.29,846.81,596.74
O0015556,P00168,1,6039.85,1471.45,4568.4,3253.31
O0015556,P00341,1,442.0,107.68,334.32,222.63
O0015557,P00046,3,307.51,163.59,1017.25,504.96
O0015558,P00173,1,3115.98,300.04,3688.42,2287.12
O0015558,P00065,1,81880.75,7884.33,96923.03,51980.88
O0015559,P00423,3,1950.44,642.71,5208.61,3736.83
O0015560,P00247,2,154.32,62.76,245.88,196.3
O0015561,P00581,1,1152.59,123.06,1029.53,567.49
O0015561,P00105,2,87879.89,18765.64,156994.14,94808.0
O0015562,P00478,1,1246.33,251.23,995.1,750.73
O0015562,P00447,3,1661.57,1004.81,3979.9,2685.6
O0015563,P00495,3,417.45,128.09,1124.26,951.24
O0015564,P00235,3,540.33,71.8,1549.19,1077.24
O0015564,P00402,1,418.67,18.54,400.13,255.23
O0015565,P00563,1,1678.17,153.53,1994.52,888.27
O0015565,P00065,3,81880.75,22473.69,291948.39,155942.64
O0015566,P00521,3,32141.29,191.1,96232.77,59537.85
O0015567,P00246,3,96.43,17.14,272.15,201.72
O0015567,P00405,1,4085.07,242.02,3843.05,2959.71
O0015568,P00261,1,7124.26,400.09,6724.17,4600.16
O0015568,P00012,1,979.63,55.01,924.62,661.13
O0015568,P00523,1,1154.41,64.83,1089.58,666.94
O0015569,P00114,3,718.81,334.29,1822.14,1188.42
O0015569,P00124,1,466.12,72.26,393.86,326.25
O0015569,P00475,1,692.56,107.36,585.2,334.57
O0015570,P00093,2,959.55,189.06,1730.04,1175.9
O0015571,P00167,2,1474.72,615.32,2334.12,1629.58
O0015572,P00600,1,2827.62,122.3,2705.32,1881.8
O0015572,P00416,2,656.73,56.81,1256.65,924.5
O0015573,P00225,2,12544.31,2755.85,22332.77,15396.56
O0015573,P00026,2,651.57,143.14,1160.0,969.26
O0015573,P00512,1,2332.66,256.23,2076.43,1213.98
O0015574,P00001,3,3624.74,256.49,10617.73,7168.02
O0015574,P00398,2,509.63,24.04,995.22,720.14
O0015575,P00465,1,3840.5,105.3,4810.54,2169.78
O0015575,P00292,2,282.48,15.49,707.66,427.76
O0015576,P00256,1,1628.36,178.53,1449.83,1217.06
O0015577,P00126,2,1240.94,214.58,2267.3,1535.94
O0015578,P00594,3,570.33,270.13,1919.94,1097.94
O0015579,P00370,3,6096.1,3010.89,15277.41,13625.97
O0015580,P00073,1,32534.31,4471.64,28062.67,18847.95
O0015581,P00195,3,2602.07,511.64,7294.57,4708.35
O0015582,P00272,1,2512.75,189.84,2322.91,1888.3
O0015582,P00363,1,1695.34,128.08,1567.26,918.37
O0015583,P00121,2,5610.52,1760.08,9460.96,6115.16
O0015584,P00261,2,7124.26,490.26,13758.26,9200.32
O0015585,P00486,3,536.21,185.59,1423.04,1156.02
O0015586,P00592,3,291.8,69.81,805.59,456.45
O0015587,P00022,3,608.04,266.31,1557.81,957.45
O0015588,P00224,1,162.47,16.74,191.23,101.05
O0015588,P00473,2,15195.53,3130.53,35770.03,14717.14
O0015588,P00460,3,6266.59,1936.53,22127.18,13795.68
O0015589,P00244,3,1081.46,0.0,3244.38,1904.85
O0015589,P00112,2,628.03,0.0,1256.06,827.48
O0015590,P00490,2,4426.39,989.22,10342.33,5409.58
O0015590,P00110,1,151.67,16.95,177.19,112.31
O0015591,P00401,2,11237.44,1469.1,21005.78,12859.96
O0015591,P00165,2,4092.34,535.0,7649.68,5484.74
O0015592,P00263,1,678.48,92.59,585.89,455.12
O0015593,P00562,1,6945.23,1157.3,5787.93,5214.82
O0015593,P00061,2,1393.27,464.33,2322.21,1353.88
O0015594,P00450,3,3338.26,944.04,11874.87,7269.03
O0015595,P00079,3,123.63,42.29,328.6,189.3
O0015596,P00078,3,938.49,441.64,2373.83,1691.46
O0015596,P00410,1,467.9,73.4,394.5,342.58
O0015597,P00197,2,1451.23,591.96,2310.5,2002.64
O0015598,P00442,1,1660.56,268.22,1392.34,820.66
O0015598,P00509,2,693.02,223.87,1162.17,901.18
O0015599,P00465,1,3840.5,390.16,3450.34,2169.78
O0015600,P00425,2,1969.3,498.42,3440.18,2430.16
O0015601,P00137,3,4435.04,3484.14,13546.41,7874.55
O0015601,P00163,2,1323.17,692.98,2694.33,1705.5
O0015601,P00438,1,190.8,49.96,194.26,112.24
O0015602,P00083,1,669.83,59.77,797.61,387.77
O0015602,P00104,2,629.83,112.4,1499.97,912.6
